newsSource|publishDate|headlineText
The Daily Mail|2016 02 23|Caitlyn Jenner urges veto of South Dakota transgender bill
The Daily Mail|2016 02 28|'My life just did a total 360': Mya Taylor makes history as first transgender actress to win an Independent Spirit Award
The Daily Mail|2016 03 01|South Dakota governor vetoes law on transgender bathrooms
The Daily Mail|2016 03 01|Prosecutor: No need to overturn transgender restroom rule
The Daily Mail|2016 03 02|Reverend son of famed televangelist Billy Graham calls for boycott of Girl Scout cookies because group's leadership supports gay and transgender rights
The Daily Mail|2016 03 03|South Dakota House fails to override veto of transgender bathroom bill
The Daily Mail|2016 03 03|South Dakota governor bucks party line with transgender veto
The Daily Mail|2016 03 04|Transgender woman, 25, is jailed for eight years for raping a 15-year-old girl before she changed sex from male to female 
The Daily Mail|2016 03 04|Transgender woman, 22, kills herself by taking deadly 'pong pong' seeds that grow on Indian 'suicide tree'
The Daily Mail|2016 03 04|Is this the most PC fashion show ever? Transgender, plus size, black, Asian and middle-age models showcase H&M's winter collection at Paris Fashion Week
The Daily Mail|2016 03 10|Transgender 16-year-old wins the right to cut off all contact with the parents who adopted him when he was six after they called him by his old name 
The Daily Mail|2016 03 10|Transgender 11-year-old who was born a girl reveals he was terrified that his mother would hate him when he told her 'I'm a boy' 
The Daily Mail|2016 03 12|Blatant favouritism? Liberty X’s Kevin Simm and transgender singer Jordan Gray survived the cull as younger talents were eliminated on The Voice UK, by Jim Shelley
The Daily Mail|2016 03 14|Known gang member charged with beating transgender teen to death with a hammer and burying her in his father's backyard has 'confessed to crime'
The Daily Mail|2016 03 14|Transgender man who was born a girl reveals his new genitalia to cancer survivor Jeremy Kyle - who jokes that they BOTH have silicone testicles
The Daily Mail|2016 03 15|The secret lives of Brazil's sex workers: Transgender dancer who led the Rio Carnival reveals she turned to prostitution after struggling to make ends meet
The Daily Mail|2016 03 16|Parents pull children out of primary school in outrage at planned 'transgender day' for children as young as FOUR 
The Daily Mail|2016 03 18|Spurned ex-girlfriend, 51, sent explicit revenge porn images of her former lover dressed as a woman to his friends and called him a 'tranny c***' on the Facebook page of his car washing business
The Daily Mail|2016 03 21|Convicted murderer and transgender pioneer reveals her battle to undergo surgery as an inmate and how she was released BEFORE California was set to pay
The Daily Mail|2016 03 22|Disputed US health law rule would broaden transgender rights
The Daily Mail|2016 03 23|‘This is just a fender bender, all over sex and gender’: Christian mom’s anti-transgender rap over new school toilet gender rules 
The Daily Mail|2016 03 25|Couple who have been married for four decades may be forced to divorce because Australia's marriage laws won't recognise that husband is transgender 
The Daily Mail|2016 03 26|Beige is the new black! Transgender model Andreja Pejić flaunts very slender figure in nude-toned lingerie set
The Daily Mail|2016 03 28|Scott Disick is made 'honorary trans woman' by Caitlyn Jenner's pals but storms out after reality star 'ignores' him in I Am Cait
The Daily Mail|2016 03 28|Lawsuit challenges US state's transgender law
The Daily Mail|2016 03 29|North Carolina lawyer won't defend transgender law in court
The Daily Mail|2016 03 30|University settles locker room case with transgender student
The Daily Mail|2016 03 30|U.S. transgender community fights against 'bathroom bills'
The Daily Mail|2016 03 31|Transgender inmates to get their own space in Bengaluru Central Jail
The Daily Mail|2016 03 31|Israeli transgender activist asks to go to women's prison
The Daily Mail|2016 04 01|'I don't feel like I'm waking up lying': Caitlyn Jenner opens up about being transgender and how at times she felt like she was 'throwing out' her former life as Bruce 
The Daily Mail|2016 04 01|Transgender model Carmen Carrera reveals she is told by people she will 'never be a woman' because she does not menstruate or look like Kim Kardashian
The Daily Mail|2016 04 02|Leather-clad Clinton jokes about being a 'fashion icon', vows to fight for transgender rights and boasts she will defeat Trump at LGBT event
The Daily Mail|2016 04 02|"Brooklyn man 'beat transgender woman to death after flirting with her because he been ""fooled'"""
The Daily Mail|2016 04 02|'Call me old-fashioned but I tend to think of people with penises as men': Author Ian McEwan wades into transgender row warning of 'troubling' wave of political correctness 
The Daily Mail|2016 04 04|Beauty editor who doesn't identify as a man or a woman urges people to stop 'asking which parts' they have in a powerful essay about what it's like to be non-binary
The Daily Mail|2016 04 04|Teachers call for 'gender-neutral' toilets, changing rooms and uniforms so transgender pupils feel more comfortable 
The Daily Mail|2016 04 04|Man who repeatedly punched transgender woman pleads guilty
The Daily Mail|2016 04 05|Taking the plunge: Transgender model Andreja Pejić sizzles in a VERY low-cut dress at fashion fundraiser in New York
The Daily Mail|2016 04 06|'My wife is finally comfortable in her own skin': Mother-of-three whose husband of 20 YEARS came out as transgender insists they are the 'happiest they have ever been' 
The Daily Mail|2016 04 07|S.Carolina bill aims to limit transgender access to bathrooms
The Daily Mail|2016 04 07|UNC president: Campuses must follow transgender law
The Daily Mail|2016 04 07|Transgender restroom bill revived by Tennessee House panel
The Daily Mail|2016 04 10|Bruce Jenner 'came out as transgender to avoid manslaughter charges for killing Kim Howe in Malibu traffic accident' new book alleges
The Daily Mail|2016 04 11|'It was a secret we couldn't talk about': Kylie Jenner discusses how she's 'always known' Caitlyn was transgender... as she joins host of young stars in Marie Claire
The Daily Mail|2016 04 11|Germaine Greer sparks transgender storm by claiming it's not fair for a man who has 'enjoyed the unpaid services of a wife for years' to suddenly decide he is now a woman
The Daily Mail|2016 04 12|North Carolina governor tweaks transgender law after backlash
The Daily Mail|2016 04 12|Transgender bathroom bill delayed amid financial questions
The Daily Mail|2016 04 18|Transgender activist Laxmi Narayan Tripathi walks at India Runway Week to 'help spread the message of equality'
The Daily Mail|2016 04 18|Transgender bathroom bill fails in Tennessee legislature
The Daily Mail|2016 04 18|All eyes on her! Transgender model Andreja Pejic stuns in white off-the-shoulder dress as she parties at Coachella music festival
The Daily Mail|2016 04 18|Transgender woman was 'raped more than 2000 times' when she was sent to a male-only prison for theft
The Daily Mail|2016 04 19|Retailer Target says transgender people can use bathroom of their choice
The Daily Mail|2016 04 19|'A man is a man no matter what they call themselves': ESPN analyst Curt Schilling posts offensive anti-transgender meme mocking restroom discrimination
The Daily Mail|2016 04 19|North Carolina business leaders demand repeal of transgender law
The Daily Mail|2016 04 19|Target makes a stand on  transgender bathroom issue
The Daily Mail|2016 04 19|NYC man gets 12-year term for death of transgender woman
The Daily Mail|2016 04 19|U.S. court rules for Virginia student on transgender bathroom access
The Daily Mail|2016 04 19|'This bathroom is for everyone': Los Angeles high school becomes first to open gender-neutral restroom to accommodate its transgender students
The Daily Mail|2016 04 20|Curt Schilling is FIRED by ESPN for anti-transgender meme: Legendary pitcher is axed for unacceptable conduct after posting offensive image and insisting 'a man is a man' 
The Daily Mail|2016 04 20|'I hope you die': Mother of transgender woman beaten to death by young thug rages at her daughter's killer as he is jailed for 12 years 
The Daily Mail|2016 04 21|Woman who made it to the final of a beauty contest despite being born a boy is to enter Miss Transgender UK - and first prize is the sex change operation she's always wanted
The Daily Mail|2016 04 21|Transgender prostitute charged with deliberately infecting a client with HIV and 'may put other people at risk' is refused bail and will go back to a men's prison
The Daily Mail|2016 04 21|Baseball's Curt Schilling fired by ESPN over transgender comments
The Daily Mail|2016 04 23|The great Obama love-in: Fawning supporters and the transgender student councillor who all fell under the U.S. president’s spell
The Daily Mail|2016 04 25|'A trans woman was here': Caitlyn Jenner protests transgender bathroom law in Houston in season finale of I Am Cait
The Daily Mail|2016 04 25|'A trans woman was here': Caitlyn Jenner protests transgender bathroom law in Houston in season finale of I Am Cait
The Daily Mail|2016 04 26|Transgender model Andreja Pejic underscores her style credentials in striking sheer blouse and tartan skirt as she steps out in New York
The Daily Mail|2016 04 26|Transgender female uses women's restroom in North Carolina Governor's office amid tensions over state's anti-LGBT laws 
The Daily Mail|2016 04 27|Alabama city passes transgender bathroom ordinance
The Daily Mail|2016 04 30|More than a MILLION Americans vow to boycott Target over transgender bathroom policy
The Daily Mail|2016 05 01|Ted Cruz takes on Caitlyn Jenner in row over bathroom use, insisting that allowing transgender people to choose which one they use would open the 'door for predators'
The Daily Mail|2016 05 01|Students call for sanitary bins to be placed in male toilets for transgender men on their periods 
The Daily Mail|2016 05 02|Transgender pride flag raised at Boston City Hall
The Daily Mail|2016 05 02|Education secretary calls for repeal of 2 transgender laws
The Daily Mail|2016 05 03|Va. school board appeals transgender restroom ruling
The Daily Mail|2016 05 04|Illinois school district is sued by 51 families over policy which lets transgender students use bathrooms that correspond to their gender identity
The Daily Mail|2016 05 04|Illinois families sue over transgender access to locker room
The Daily Mail|2016 05 04|Transgender woman is poised to become the first LGBT politician in staunchly Catholic Philippines where same-sex marriage is illegal 
The Daily Mail|2016 05 05|Tech company settles transgender discrimination complaint
The Daily Mail|2016 05 06|Caitlyn Jenner visits with low-income LGBT  teens who criticized 'privileged' transgender celebrity for not doing more to help their cause
The Daily Mail|2016 05 07|Filipino transgender woman says congress run about legacy, not landmark
The Daily Mail|2016 05 08|Planned Parenthood helping transgender patients with sex changes by offering hormone treatment 
The Daily Mail|2016 05 09|US sues North Carolina over transgender bathroom law
The Daily Mail|2016 05 11|North Carolina's transgender law creates tangle of lawsuits
The Daily Mail|2016 05 11|Philippines elects first transgender politician to Congress
The Daily Mail|2016 05 12|ACLU sues school district over transgender bathroom policy
The Daily Mail|2016 05 12|Virginia pizza shop posts controversial sign about transgender restroom debate 'to stimulate conversation'
The Daily Mail|2016 05 12|Kansas to toughen rules on transgender birth certificates
The Daily Mail|2016 05 13|California Catholic school lets transgender teacher keep job
The Daily Mail|2016 05 13|California Catholic school accepts transgender teacher and nuns let him keep his job 
The Daily Mail|2016 05 13|Obama issues school rules on transgender bathroom access
The Daily Mail|2016 05 13|White House fires back at Texas official who accused Obama of 'blackmail' over transgender bathroom guidance: This is what happens when you elect a 'right-wing radio host'
The Daily Mail|2016 05 13|U.S. tells schools to give transgender students bathroom rights
The Daily Mail|2016 05 13|Obama administration to issue transgender restroom guidance to schools
The Daily Mail|2016 05 13|Obama orders all public schools to allow transgender students to use bathrooms that match their gender identity
The Daily Mail|2016 05 13|U.S. to issue decree on transgender access to school restrooms -NY Times
The Daily Mail|2016 05 14|Children as young as THREE convinced they are born in the wrong body: Toddlers are among 1,500 under-16s sent to a 'transgender identity clinic' 
The Daily Mail|2016 05 14|Children as young as seven are being taught about 'transgender experiences' as part of primary school education program 
The Daily Mail|2016 05 15|Transgender model Andreja Pejic shows off her toned midriff and svelte frame in a chic ensemble as she attends the GLAAD Media Awards in New York
The Daily Mail|2016 05 16|Connecticut woman with a pixie haircut claims she was harassed in a Walmart bathroom by stranger who thought she was transgender
The Daily Mail|2016 05 16|Canada to introduce legislation to protect transgender people
The Daily Mail|2016 05 16|Obama says transgender rule is important aid to schools -BuzzFeed
The Daily Mail|2016 05 16|Obama says transgender rule was important to help schools -interview
The Daily Mail|2016 05 17|'Organization of Islamic Cooperation' blocks gay and transgender groups from attending UN AIDS meeting 
The Daily Mail|2016 05 17|Canada introduces bill to protect transgender rights
The Daily Mail|2016 05 17|'Foreign' tourist is killed when he bangs his head on the wall while having 'vigorous sex' with a transsexual escort in Thailand
The Daily Mail|2016 05 17|Meet the Australian police officer, 22, who transitioned from a woman to a man - and why he only decided he was transgender four months after joining the force
The Daily Mail|2016 05 18|New York City businesses face fine up to $250,000 if they don't use gender correct pronouns like 'ze' and 'hir' to refer to transgenders 
The Daily Mail|2016 05 18|The Latest: Advocate says transgender students need support
The Daily Mail|2016 05 18|'Are you going to let the devil rape your children, America?': Mother-of-twelve marches through Target blasting the store's 'hateful' transgender bathroom policy while waving around her bible
The Daily Mail|2016 05 22|Yale University introduces gender-neutral bathrooms in 23 buildings to embrace transgender students, staff and visitors
The Daily Mail|2016 05 23|'The show is important right now': Whoopi Goldberg to produce reality series based on transgender modelling agency
The Daily Mail|2016 05 23|'You've been wanting this since your operation': Stepfather charged with raping his transgender daughter after she filmed the attacks following male-to-female surgery
The Daily Mail|2016 05 25|States ratchet up transgender battle with lawsuit against U.S.
The Daily Mail|2016 05 27|UNC system says it won't enforce transgender restroom rules
The Daily Mail|2016 05 27|Kentucky governor says he will join transgender lawsuit
The Daily Mail|2016 05 27|Israel's first transgender beauty pageant a rare show of tolerance among faiths
The Daily Mail|2016 05 29|'My dad took me shopping for makeup': Transgender teenager says her supportive family knew she was born in the wrong body before she did
The Daily Mail|2016 05 30|Transgender man is beaten to death at a homeless shelter in Vermont
The Daily Mail|2016 05 30|Being transgender: facts, myths and rights
The Daily Mail|2016 06 01|Transgender voters in Puerto Rico score victory
The Daily Mail|2016 06 01|Kansas also will challenge Obama transgender directive
The Daily Mail|2016 06 04|Two women and two men are arrested in San Diego for 'beating to death transgender  man at Vermont homeless encampment'
The Daily Mail|2016 06 04|Australian transgender fashion model, 19, reveals how it feels to transition - and says she is still getting used to being a woman
The Daily Mail|2016 06 04|Tinder to revamp so transgender romantics can find love online after dating app was accused of being 'transphobic' 
The Daily Mail|2016 06 05|Their visibility belies scorn, harm transgender Thais face
The Daily Mail|2016 06 07|Virginia school board to seek review of transgender ruling
The Daily Mail|2016 06 07|Airbnb host who refused transgender woman over 'concerns for her teenage son' is banned by rental site
The Daily Mail|2016 06 07|Man who raped his transgender stepdaughter for more than a decade 'because she'd become such a beautiful woman' is jailed for 10 years
The Daily Mail|2016 06 08|Va. school board to ask justices to review transgender case
The Daily Mail|2016 06 10|Ohio school district sues over Obama's transgender directive
The Daily Mail|2016 06 10|Transgender model Andreja Pejic parades her slender limbs in a flirty silver lace number as she attends star-studded amfAR gala in New York
The Daily Mail|2016 06 14|Kansas education board votes to ignore transgender decree
The Daily Mail|2016 06 15|Pakistan province allocates $2 mn for transgender people
The Daily Mail|2016 06 17|'I'm 98 per cent male': Emotional moment a teenager who was born a girl comes out as transgender to his parents at the dinner table 
The Daily Mail|2016 06 17|Think pink! Transgender model Andreja Pejic shows off her svelte frame in a tiny candy-coloured dress at premiere in New York City
The Daily Mail|2016 06 17|Transgender people face challenges for adequate health care - study
The Daily Mail|2016 06 21|Suspect in transgender woman's death remains in Colorado
The Daily Mail|2016 06 22|Chicago ordinance gives transgender people bathroom rights
The Daily Mail|2016 06 22|Islamic State suspects held in Turkey over transgender attack plot -Dogan
The Daily Mail|2016 06 23|University students given 'trigger warnings' before classes about transgenderism and sexual abuse to help preserve their mental health 
The Daily Mail|2016 06 23|Transgender man, 34, from Utah named PETA's Sexiest Vegan Male Of The Year 
The Daily Mail|2016 06 24|Pentagon expected to repeal ban on transgender members next month
The Daily Mail|2016 06 24|'Even the teachers laughed': Delhi University's transgender students narrate tales of humiliation and discrimination on campus
The Daily Mail|2016 06 25|Pentagon to lift ban on transgender troops on July 1 and ‘parts of the repeal will be effective immediately’ 
The Daily Mail|2016 06 28|Transgender woman models a bra and suspenders to 'redefine sexy' for a new lingerie campaign - alongside an amputee and a recovering anorexic
The Daily Mail|2016 06 28|Love thy neighbor: Transgender girl, eight, helps set up center for trans people OPPOSITE Westboro Church headquarters 
The Daily Mail|2016 06 30|Highlights of plan to end ban on transgender service members
The Daily Mail|2016 06 30|Pentagon ends ban on transgender troops in military
The Daily Mail|2016 06 30|New survey doubles the estimate of transgender adults in US
The Daily Mail|2016 06 30|Estimate of U.S. transgender adults doubles amid debate on rights - study
The Daily Mail|2016 06 30|Twirling around! Transgender model Andreja Pejic stuns in floaty off-the-shoulder gown at dinner event in New York
The Daily Mail|2016 07 06|Agreement reached on Massachusetts transgender rights bill
The Daily Mail|2016 07 06|Imprisoned transgender soldier Chelsea Manning hospitalized
The Daily Mail|2016 07 07|Transgender model Andreja Pejić reveals the reality of dating after her sex change op and why she's glad she never tried to bury her past
The Daily Mail|2016 07 07|Thirteen US states ask Texas federal court to stop transgender bathroom policy going forward until lawsuit against Obama administration is over 
The Daily Mail|2016 07 08|Massachusetts GOP governor signs transgender rights bill
The Daily Mail|2016 07 08|10 states sue over restrooms transgender students can use
The Daily Mail|2016 07 08|Effort to overturn transgender bathroom rule falls short
The Daily Mail|2016 07 10|'It was worth it to take that risk': Parents of six-year-old transgender boy defend their decision to speak publicly about their son's transition one year after sharing his story
The Daily Mail|2016 07 11|National TV ad to educate on transgender discrimination
The Daily Mail|2016 07 11|Transgender treatment clinics overwhelmed as number of referrals has soared by up to 28 times in a decade
The Daily Mail|2016 07 12|Man pleads guilty in transgender teen's death
The Daily Mail|2016 07 12|Transgender pop band and dancers shake up India's prejudices
The Daily Mail|2016 07 13|Transgender bathroom fight set to reach U.S. Supreme Court
The Daily Mail|2016 07 13|School board takes transgender bathroom case to high court
The Daily Mail|2016 07 13|Latin Kings gang member pleads guilty to murder of transgender girlfriend, 17, after stabbing and bludgeoning the teen to death, then burying her on his family's property
The Daily Mail|2016 07 14|Church seeks to prevent transgender bathroom law enforcement
The Daily Mail|2016 07 14|Transgender woman who ordered a nose job from a 'fast-food style menu' in Mexico has corrective surgery so she no longer has to breathe through a straw
The Daily Mail|2016 07 21|NBA pulls All-Star Game from Charlotte over transgender law-report
The Daily Mail|2016 07 24|‘I want to be treated as a person, not as a woman or a man’: Food blogger Jack Monroe opens up about her transition to transgender
The Daily Mail|2016 07 26|Transgender student asks U.S. high court to keep out of bathroom case
The Daily Mail|2016 07 28|Transgender woman makes history at Democratic convention
The Daily Mail|2016 07 28|'I'm an ignorant tool': Today Show host Karl Stefanovic issues grovelling apology after making jokes about 'trannies' on live TV
The Daily Mail|2016 07 28|U.S. comic book starring transgender superhero to hit shelves
The Daily Mail|2016 07 28|Transgender prostitute who 'gave a client HIV' pleads not guilty - but remains in a prison for men
The Daily Mail|2016 07 28|Today Show host Karl Stefanovic forced to publicly apologise after referring to a gang of transgender thieves in Brazil as 'trannies' 
The Daily Mail|2016 07 28|Today Show host Karl Stefanovic forced to publicly apologise after referring to a gang of transgender thieves in Brazil as 'trannies' 
The Daily Mail|2016 07 29|Which one are you? Survey asks people to state their gender and offers THIRTY-THREE different options - including 'cisgender', 'non-binary' and 'neutrois'
The Daily Mail|2016 07 30|Transgender woman's boss charged after she secretly filmed him on Facebook Live 'asking for sexual favors in exchange for going home early'
The Daily Mail|2016 07 30|Spain: police bust sex-slave ring exploiting transsexuals
The Daily Mail|2016 07 31|'I think scholarships should be given on merit': Sonia Kruger slams university grants for gay, lesbian, bisexual and transgender students as 'reverse discrimination' 
The Daily Mail|2016 07 31|Icon of change: Hari Nef becomes the first transgender cover model in Britain as she appears on front of Elle's landmark issue 
The Daily Mail|2016 08 02|Transsexual, 61, walks free from court for sex offences involving a child that she committed when she was a MAN
The Daily Mail|2016 08 03|High court: School can block transgender teen from boys room
The Daily Mail|2016 08 03|Transgender entertainer who was born a boy then changed sex THREE times after constantly regretting her gender swap decisions is found dead in a park
The Daily Mail|2016 08 05|Olympics 2016 Opening Ceremony: Your guide to Maracana spectacular including Gisele Bundchen, samba dancing and a transsexual model
The Daily Mail|2016 08 09|'I wanted to give up - but I didn't': Nike casts its first transgender sports star, Olympic triathlete Chris Mosier, in a groundbreaking new ad campaign
The Daily Mail|2016 08 10|Evangelical mom fights Texas school district when told her transgender kindergartener will not be allowed to use the girls' bathroom
The Daily Mail|2016 08 10|European judges to examine married transgender person's demand for pension at 60
The Daily Mail|2016 08 11|Texas district denies bathroom request for transgender child
The Daily Mail|2016 08 11|'My mom knew since their third date': Kendall Jenner weighs in on Kris and Caitlyn's war of words over transgender identity 
The Daily Mail|2016 08 13|Texas and 12 other states ask judge to block Obama's transgender bathroom order that allows students to use restrooms of their choice 
The Daily Mail|2016 08 15|'It was love at first sight': Transgender woman finds romance with a man who also changed sexes after meeting at a support group
The Daily Mail|2016 08 17|Teachers are told they can't call students 'boys and girls' because it might be insensitive to transgender children 
The Daily Mail|2016 08 17|Transgender man admits he would pose as a boy in internet chatrooms to flirt with girls before coming out - and he's now met his dream woman
The Daily Mail|2016 08 17|Mr and Mrs? You can't use that, it may cause offence! Oxford City Council bans terms because they are 'not inclusive' to transgender people
The Daily Mail|2016 08 19|NBA moves all-star game to New Orleans over transgender law
The Daily Mail|2016 08 19|Legging it! Transgender model Andreja Pejic parades her endless pins in racy ripped denim shorts and off-the-shoulder frill top
The Daily Mail|2016 08 19|Transgender and intersex Victorians will be able to change the sex on their birth certificate for the first time ever under a new bill
The Daily Mail|2016 08 22|US judge blocks new transgender school bathroom rules
The Daily Mail|2016 08 22|Texas judge temporarily blocks Obama's transgender rules that allow students to use restrooms of their choice
The Daily Mail|2016 08 22|Why you should always check under the bed! Thai hotel guests unwittingly spend the night with a transgender corpse hidden under the mattress 
The Daily Mail|2016 08 22|Judge in Texas temporarily blocks Obama's transgender rules
The Daily Mail|2016 08 25|Transgender teacher was told to 'think of the children' when school stopped giving her work during her change to female... as she sues for compensation
The Daily Mail|2016 08 26|Partial win in fight over North Carolina transgender bathroom law
The Daily Mail|2016 08 27|'I am not just a man with a wig on. We're human': Department of Justice releases video showing officers how to interact with transgender community in 'respectful' manner
The Daily Mail|2016 09 01|'Please have a little compassion': Mark Ruffalo responds to outrage over Matt Bomer's casting as trans woman in his new film and says 'we are all learning'
The Daily Mail|2016 09 07|Woman whose 'tomboy' lesbian partner came out as transgender is helping to raise funds for expensive reassignment surgery
The Daily Mail|2016 09 08|Transgender model who first found success as a woman reveals he books even more high-profile gigs as a man, admitting 'male modeling is easier because you don't have to try as hard'
The Daily Mail|2016 09 08|Lady Chablis, transgender 'Midnight' star, dies in Savannah
The Daily Mail|2016 09 11|Encased in lace! Transgender model Andreja Pejic showcases her slender physique in a sizzling black dress at Harper's Bazaar's ICON celebrations
The Daily Mail|2016 09 12|Suicidal 'transgender woman serving time for attempted murder in an all-male prison hanged herself from her cell window when make-up brushes she ordered were not delivered on time' 
The Daily Mail|2016 09 13|Queen of the social scene: Transgender model Andreja Pejic flaunts slender frame while attending FOUR VIP New York Fashion Week parties in two nights
The Daily Mail|2016 09 13|EXCLUSIVE: Former lover of Alexis Arquette sells a SEX TAPE featuring the transgender rights activist to a porn company for $25,000 just a day after her death - but the website destroyed it to prevent it 'smearing her memory'
The Daily Mail|2016 09 13|'They could be bullied or sexually assaulted': Parents' fury after school makes all its toilets unisex to cater for transgender pupil
The Daily Mail|2016 09 16|Baltimore police: Transgender woman found fatally shot
The Daily Mail|2016 09 21|Making history: Tracey Africa and Geena Rocero become the first ever transgender models to cover Harper's Bazaar as they star in diverse photo series that also includes Tyra Banks
The Daily Mail|2016 09 22|Transgender former Navy SEAL humiliated by TSA agents who called her a 'him' and arranged for male agent to pat her down despite her long hair, breasts and low-cut dress
The Daily Mail|2016 09 22|PICTURED: Barcelona pageant celebrates transgender women
The Daily Mail|2016 09 24|Transgender man sues over Indiana law blocking name change
The Daily Mail|2016 09 26|Judge orders girls' bathroom access for transgender student
The Daily Mail|2016 09 26|Mother sues U.S. hospital for discriminating against dead transgender son
The Daily Mail|2016 10 03|Mother of transgender boy, 14, sues hospital for sex discrimination claiming he 'went into a spiral' after staff repeatedly called him a girl six weeks before he committed suicide
The Daily Mail|2016 10 04|Transgender voters may face problems voting in U.S. election, activists say
The Daily Mail|2016 10 04|Transgender six-year-old girl who was born a boy used to cry when she was made to wear male clothing or use the boys' toilets at school
The Daily Mail|2016 10 06|Transgender teens to get cheaper treatment in New York: State vows to fund puberty-stunting meds for ALL ages on Medicaid
The Daily Mail|2016 10 06|Warren Beatty calls transgender son Stephen 'my hero' and reveals he went on a 'soulful' walk with Marilyn Monroe the night before she died
The Daily Mail|2016 10 06|U.S. transgender students sue school district over bathroom access
The Daily Mail|2016 10 06|Transgender students sue Pennsylvania district restroom rule
The Daily Mail|2016 10 06|Amazon, Walmart and Target pull offensive 'Tranny Granny' Halloween costume with 'curvaceous butt and boob pads to complete the look'
The Daily Mail|2016 10 08|Harrison Browne scores in NWHL debut as transgender player
The Daily Mail|2016 10 10|Peek-a-boob! Transgender model Andreja Pejic puts on a busty display in plunging gold beaded dress at star-studded red carpet event in London
The Daily Mail|2016 10 11|Transgender student in Grand Blanc voted homecoming prince
The Daily Mail|2016 10 11|‘Bride’ who was filmed letting men grope her breasts is revealed to be a Thai transsexual cabaret act and charged with indecency 
The Daily Mail|2016 10 13|'I lived as a woman on weekends away': Britain's first transgender newsreader India Willoughby is praised on Loose Women as she reveals she lived a double life for FIVE years 
The Daily Mail|2016 10 13|Black transgender journalist is kicked off United flight because she 'was wearing a Black Panther Marvel superhero cap and a T-shirt with an upside-down American flag'
The Daily Mail|2016 10 17|'I'm that kind of girl who will wear a gown to a grocery store!' Transgender model Andreja Pejic discusses her style and reveals acting ambitions
The Daily Mail|2016 10 17|'What's in-between her legs is nobody's business': Mother of transgender girl, six, hits back at critics of controversial Safe Schools programme
The Daily Mail|2016 10 18|'It is perfect!' Transgender woman shows her surgically-crafted vagina to her lesbian friend
The Daily Mail|2016 10 18|Transgender pupil, 18, who was born a boy wins the right to wear female clothes to school after hiring a solicitor to challenge teachers who sent her home for turning up in a skirt 
The Daily Mail|2016 10 20|Government appeals temporary block on transgender rules
The Daily Mail|2016 10 20|Transgender man sues city of Houston and two cops for wrongful arrest and false imprisonment and claims they taunted him about his gender identity
The Daily Mail|2016 10 24|Ten transgender soldiers have requested to be recognized by their preferred gender after the Pentagon issued order allowing them to serve openly
The Daily Mail|2016 10 24|‘I'm lucky because I can pass as a woman': Transgender TV reporter India Willoughby says people ‘who don’t look the part’ have a much tougher time than she's had
The Daily Mail|2016 10 28|Parents in bitter battle over their child's gender: Father brands controversial transgender charity as ‘meddlers’ in yet ANOTHER case of a mother dressing her son, five, as a girl
The Daily Mail|2016 10 28|Supreme Court to rule in Virginia transgender case
The Daily Mail|2016 11 02|BBC children’s chief says she is PROUD of their transgender show aimed at six-year-olds and claims they were only trying to ‘stimulate conversation’ 
The Daily Mail|2016 11 03|'I am so proud and I can't wait to be a gran': Mother, 36, reveals her transgender son is having a baby with her best friend
The Daily Mail|2016 11 04|Chelsea Manning attempts suicide in jail for the second time: Transgender soldier 'tries to kill herself after she was placed in solitary confinement'
The Daily Mail|2016 11 07|Man gets life in prison for murder of transgender woman
The Daily Mail|2016 11 08|Sorority members quit in support of transgender recruit
The Daily Mail|2016 11 09|Sorority sisters at a Massachusetts college walk out en masse to protest the exclusion of a transgender woman
The Daily Mail|2016 11 09|One in four prisons housing transgender inmates
The Daily Mail|2016 11 10|2016 deadliest year on record for U.S. transgender people, campaigners say
The Daily Mail|2016 11 11|First U.S. transgender soldiers make gender transition after policy shift
The Daily Mail|2016 11 11|A secret beauty pageant for Indonesia's transgender women
The Daily Mail|2016 11 16|U.S. transgender people rush to legally change gender in wake of Trump's win
The Daily Mail|2016 11 16|‘It seems so drastic': Transgender children divide viewers with their appearance on This Morning as they bravely open up about knowing they’d been born the wrong gender at the age of TWO 
The Daily Mail|2016 11 17|Mom sues her 17-year-old transgender daughter for getting a male-to-female sex change without her permission
The Daily Mail|2016 11 17|'The old me is gone': Rise in transgender children in UK fuels identity fears
The Daily Mail|2016 11 17|Diesel casts transgender models for its latest campaign (but they insist they're more than just 'hype') 
The Daily Mail|2016 11 17|Mother reveals how one of her four sons announced he was transgender at the age of just NINE while watching a male X Factor contestant perform in a dress
The Daily Mail|2016 11 17|Jackie 'O' Henderson questions Kyle Sandilands sexuality on-air after he claims he's the 'straightest man you’ll ever meet'...despite spending 'one night with a transsexual'
The Daily Mail|2016 11 18|Minnesota mom sues teenage child over transgender treatment
The Daily Mail|2016 11 19|'Just an old bloke in a dress:' Australia's most high-profile transgender woman Catherine McGregor makes first grade cricket debut - and she wants to play in the Big Bash
The Daily Mail|2016 11 19|'I've wanted my breasts removed since I was 12': Transgender man, 18, speaks out about being 'born in a body he doesn't belong in'
The Daily Mail|2016 11 20|GOP sweep heightens anxiety for many transgender Americans
The Daily Mail|2016 11 25|'I was a token transgender woman': Former Australian Of The Year finalist Catherine McGregor reveals she felt 'used' after she was nominated
The Daily Mail|2016 11 30|No tan lines for her! Transgender model Andreja Pejic goes topless on the beach in Miami with Alina Baikova
