newsSource|publishDate|headlineText
The Daily Mail|2018 01 04|German court rules against registering transsexual woman as a mother
The Daily Mail|2018 01 04|Celebrity Big Brother: 'Can I see your t*ts?' Rachel Johnson boldly asks transgender India Willoughby to flash her assets... and she happily obliges
The Daily Mail|2018 01 04|A heroin addict, a transgender woman and a partner in fear for her life: Inside the sanctuary where Sydney's most desperate women go to escape homelessness, drugs and domestic abuse
The Daily Mail|2018 01 05|Transgender inmate seeks rare transfer to female prison
The Daily Mail|2018 01 05|The Latest: Producer OK being schooled in transgender life
The Daily Mail|2018 01 05|Transgender inmate, 26, demands a rare transfer to a female jail because guards at male high-security prisons are 'singling her out for regular sex abuse, beatings and taunting'
The Daily Mail|2018 01 05|Celebrity Big Brother: 'It's so rude!' Ann Widdecombe is SLAMMED by fans for referring to transgender India Willoughby as a 'he'... before being called out for her 'hurtful' mistake
The Daily Mail|2018 01 06|CBB: Fans brand India Willoughby a 'hypocrite' as she tells Courtney Act she has 'phobia' of drag queens... after claiming they 'cheapen seriousness' of being transgender
The Daily Mail|2018 01 06|Let's Get Physical! Transgender TV star Lauren Harries works up a sweat in Lycra and high heels for fun-filled exercise session
The Daily Mail|2018 01 06|'I didn't snub my children but they won't see a penny of my money' says transgender taxi driver who won £4m on a scratchcard
The Daily Mail|2018 01 07|'Roseanne' actress Sara Gilbert says her cross-dressing son in the show is NOT transgender and explains they created the character for reboot because he 'represents the world' today
The Daily Mail|2018 01 08|Showing off her assets! Brooke Hogan looks slender in bikini... after revealing heartbreak over body shamers calling her 'fat' and a 'tranny'
The Daily Mail|2018 01 08|Celebrity Big Brother: Transgender India Willoughby claims sex IS better as a woman as she admits to feeling her first post-surgery 'fluttering' during an episode of Doctor Who
The Daily Mail|2018 01 08|Radiant Anna Friel bundles up in cosy yellow jumper and scarf to film controversial ITV drama about transgender child in Manchester
The Daily Mail|2018 01 09|Top grammar school bans teachers from calling its pupils 'girls' in case it offends transgender children
The Daily Mail|2018 01 12|Celebrity Big Brother: 'I should have kept my gob shut': Transgender India Willoughby becomes FIRST person to be evicted... as she admits to 'c**king things up' with her outbursts
The Daily Mail|2018 01 12|'I'm NOT dead': Transgender Big Brother 2009 star claims her Twitter was 'hacked' with a fake announcement that she had died
The Daily Mail|2018 01 17|Transgender cabbie was in `absolute shock´ after £4 million scratchcard win
The Daily Mail|2018 01 20|Church of England bishops throw out Synod demand for prayer celebrating a transgender person's change of sex 
The Daily Mail|2018 01 24|Exclusive Vic transgender swim session
The Daily Mail|2018 01 27|Ohio judge to decide on transgender boy's therapy
The Daily Mail|2018 01 27|Transgender inmate on hunger strike because she's being held in a male prison says she ‘wants to die’
The Daily Mail|2018 01 27|Labour activist who campaigned for transgender women to be barred from all-female shortlists is suspended from the party 
The Daily Mail|2018 01 30|"Rights groups decry ""shaming"" of transgender people in Indonesia's Aceh province"
The Daily Mail|2018 01 31|I Am Cait star Candis Cayne joins Grey's Anatomy for 'groundbreaking' transgender storyline
The Daily Mail|2018 02 01|Transgender woman, 36, crowdfunds nearly £12,000 towards her £21,500 shopping list of transition surgeries she can't get on the NHS 
The Daily Mail|2018 02 02|Indonesian police investigate detention of transgender women in Aceh
The Daily Mail|2018 02 05|'Thank you for letting me use the girls' bathroom': Illinois republican primary challenger under fire for 'disgusting' ad mocking transgender people and feminists
The Daily Mail|2018 02 06|Transgender activist who became homeless after moving to LA - and resorted to sex work for survival - details how she became a passionate advocate now running for office
The Daily Mail|2018 02 06|Transgender parade star opens doors to diversity in Rio Carnival
The Daily Mail|2018 02 06|Transgender AFL player Hannah Mouncey to learn her fate this week about whether she will be allowed to play in the women's league - as she reveals the battle has left her 'drained'
The Daily Mail|2018 02 07|'We have a young girl who was born into a boy's body': Prestigious girls' school welcomes its first transgender student
The Daily Mail|2018 02 08|Dollars, data support record number of transgender U.S. election candidates
The Daily Mail|2018 02 11|Prisoners are up in arms about special treatment for transgender cellmates who are allowed customised uniforms, the option of showering alone and chance to move to female jail
The Daily Mail|2018 02 12|Education Department says it won't act on transgender students' complaints about bathroom access
The Daily Mail|2018 02 15|'This is my identity, NOT a trend': Lush launches transgender rights campaign that will see all products removed from store windows in favor of powerful posters promoting the cause
The Daily Mail|2018 02 15|Transgender teen reveals how Princess Diana inspired her from beyond the grave to embrace her true identity - and she's even adopted the late royal's name  
The Daily Mail|2018 02 16|WA transgender sex worker jailed over HIV
The Daily Mail|2018 02 17|I'll become the first rider to win a horse race as a woman and a man, claims transgender jockey after 50 years of hiding her secret 
The Daily Mail|2018 02 19|'My Prince Charming!' Lauren Harries shares shot of herself cuddling up to new transgender beau Bruce... as they go official just TWO days after meeting
The Daily Mail|2018 02 19|Greens-led Melbourne council hosts 'transgender-only' swimming night at a local pool – so 'gender diverse' people can do laps 'in a safe place amongst like-minded individuals'
The Daily Mail|2018 02 21|Vermont gov hopeful: Being transgender offers perspective
The Daily Mail|2018 02 22|Texas transgender wrestler back to defend state title
The Daily Mail|2018 02 22|Pakistan's first transgender scouts compete to attend haj in Mecca
The Daily Mail|2018 02 23|White House receives Mattis memo on transgender troops
The Daily Mail|2018 02 23|Mattis crosses Trump on transgender troops as Pentagon chief believes they should be allowed to serve as long as they can be deployed overseas
The Daily Mail|2018 02 23|Australia calls for transgender Kiwi weightlifter, 39, to be BANNED from the Commonwealth Games
The Daily Mail|2018 02 23|A real cock and bull story: Meet Olivia the 'transsexual hen' who suddenly 'became a rooster' before having a sex change operation to make her female again
The Daily Mail|2018 02 25|Transgender Lottery winner reveals her dramatic new look after spending £3,000 on cosmetic procedures to feminise her face - including Botox, lip fillers and a transformative jowl lift
The Daily Mail|2018 02 26|First transgender recruit has signed up for the military Pentagon reveals after defense secretary Mattis defied Trump's demand for a ban 
The Daily Mail|2018 02 27|EXCLUSIVE: Transgender activist jailed for killing her boyfriend and trying to rape shop assistant five days after being released from prison is invited to speak at HOUSE OF LORDS
The Daily Mail|2018 02 27|L'Oreal's first transgender model who was sacked by the cosmetics giant after claiming all white people are racist has been enlisted as an equalities adviser to the Labour Party
The Daily Mail|2018 02 27|Transsexual 'dragon lady' who was born a man reveals how an HIV diagnosis inspired her to morph into a reptile, complete with a forked tongue and HORNS - because she 'didn't want to die a human'
The Daily Mail|2018 03 03|Women's Equality Party sacks senior official after she 'raised concerns about adults labelling children as transgender'
The Daily Mail|2018 03 04|Swipe right for transgender: Tinder gets an identity overhaul to make dating app more inclusive
The Daily Mail|2018 03 04|Labour investigates transgender adviser to Corbyn amid claims she called all white people racist and branded Suffragettes 'white supremacists'
The Daily Mail|2018 03 05|Jihadi teacher who wanted to target gay bars ‘trawled the internet looking for transsexual prostitutes’
The Daily Mail|2018 03 06|Transgender model sacked by L'Oreal after calling all white people racist QUITS as a Labour Party adviser after just nine days in the post following a public outcry at her appointment
The Daily Mail|2018 03 06|Daniela Vega, the transgender Chilean who conquered Hollywood
The Daily Mail|2018 03 07|Court rules in favor of fired transgender funeral director
The Daily Mail|2018 03 07|U.S. appeals court says civil rights law covers transgender workers
The Daily Mail|2018 03 07|'They said RIP... your problems are over': Transgender Big Brother star Rebekah Shelton believed she had actually DIED after hackers announced her passing
The Daily Mail|2018 03 08|'Why can't a transgender person walk in a Versace show or run for office?' Trans model reveals why she chose to come out after finding success on the runway for Gucci and Marc Jacobs
The Daily Mail|2018 03 09|Backstage at the world’s biggest transgender beauty pageant: Images capture glamorous contestants applying make-up and donning gowns ahead of the final round 
The Daily Mail|2018 03 12|'She's had 1000 lovers': Transgender Lauren Harries, 40, makes bizarre claim about her mother Kate, 77, in tribute video... (despite her being married for 40 years)
The Daily Mail|2018 03 13|Spike in violence against transgender people since the 2016 US election, study claims
The Daily Mail|2018 03 14|Transgender visitor at a prison files lawsuit after she was ordered by guards to remove her underwear because a screening machine detected 'unknown object' in her pants
The Daily Mail|2018 03 14|Transgender man makes history by becoming the world's first to front a campaign about PERIODS - after feeling 'ashamed' of his own while transitioning
The Daily Mail|2018 03 16|Transgender MMA fighter brutally defeats her male opponent – but says it would it be UNFAIR to let her fight women
The Daily Mail|2018 03 16|Teenagers who want to undergo transgender surgery no longer need court permission - in a move doctors say will boost social confidence and reduce suicide 
The Daily Mail|2018 03 19|EXCLUSIVE: Matthew Wright 'is embroiled in bitter showdown with TV bosses over demand for public apology' after guest Anne Hegerty called transgender campaigner Paris Lees 'a boy'
The Daily Mail|2018 03 21|Dakota Johnson and Justin Theroux's alleged new girlfriend Petra Collins frolic in a lake alongside transgender model Hari Nef as they star in fun new Gucci fragrance campaign
The Daily Mail|2018 03 23|Furious Harry Potter fans accuse J.K. Rowling of transphobia after she likes tweet referring to transgender people as 'men in dresses' 
The Daily Mail|2018 03 23|Furious Harry Potter fans accuse J.K. Rowling of transphobia after she likes tweet referring to transgender people as 'men in dresses' 
The Daily Mail|2018 03 24|'JK Rowling's characters transformed into cats but trans folk are beyond all comprehension?': Transgender activist Jack Monroe slams Harry Potter author over 'transphobic' tweet 
The Daily Mail|2018 03 24|AP Explains: Trump's policy on transgender troops
The Daily Mail|2018 03 24|Trump issues order to ban most transgender troops from serving in military except under 'limited circumstances' - and instantly sparks fierce transphobic Twitter debate 
The Daily Mail|2018 03 24|Trump moves to limit transgender individuals from military service
The Daily Mail|2018 03 25|Sarah Paulson calls Trump's transgender military ban 'despicable' while out for dinner with partner Holland Taylor
The Daily Mail|2018 03 28|Pakistan's first transgender news anchor makes headlines
The Daily Mail|2018 03 28|Gunmen in Pakistan kill trans woman, friend
The Daily Mail|2018 03 29|Pentagon silent on U.S. transgender policy
The Daily Mail|2018 03 29|Transgender soldier marries her transgender partner
The Daily Mail|2018 03 29|Transgender Navy veteran finally came out to her wife after hiding the truth for four DECADES – when her spouse mistook women's clothes as evidence of an affair 
The Daily Mail|2018 03 31|Row over female-only compartments being used by transgender people on Caledonian sleeper service pits Churchill's grandson against Mumsnet
The Daily Mail|2018 04 01|'It's respectful and appropriate': Allowing young transgender people to use their chosen name - as opposed to the one they were given at birth - lowers their risk of suicide by 65%
The Daily Mail|2018 04 01|Caitlyn Jenner looks chic in blue as she marks Transgender Visibility Day with a dinner date with pal Sophia Hutchins
The Daily Mail|2018 04 01|'The fact that Nicole is transgender is the most uninteresting thing about her': Single mom reveals the inspiring things her daughter's principals told her after she transitioned
The Daily Mail|2018 04 02|'Transphobic' peer sparks outrage for describing vegetarians who eat 'fake meat' as 'transgender vegetarians' 
The Daily Mail|2018 04 02|Emily Campbell defends transgender weightlifting rival Laurel Hubbard after claims her participation is unfair: 'She is just doing something she completely loves'
The Daily Mail|2018 04 05|Devastating obituary for transgender 12-year-old boy who had just come out months ago and experienced 'intense bullying at school'
The Daily Mail|2018 04 06|Is this fair? Transgender female weightlifter has a '25 PER CENT' advantage over her competitors at the Commonwealth Games due to her 'previous male life'
The Daily Mail|2018 04 09|Transgender weightlifter Hubbard injured in competition
The Daily Mail|2018 04 09|Transgender weightlifter Laurel Hubbard withdraws from Commonwealth Games after suffering elbow injury attempting 130kg lift
The Daily Mail|2018 04 09|Controversial transgender weightlifter Laurel Hubbard withdraws from the Commonwealth Games with a gruesome elbow injury
The Daily Mail|2018 04 09|Marathon organizers in Chicago, Boston, NYC and LA say transgender women can compete under the gender they identify with 
The Daily Mail|2018 04 10|Brazilian transgender volleyball player extends contract
The Daily Mail|2018 04 12|'It was like having sex with a knife': Transgender woman reveals intimate details about her gender confirmation surgery, from the 'excruciating' post-op pain to the 'amazing' final results
The Daily Mail|2018 04 12|Transgender activist ‘punched radical feminist who was filming her at Hyde Park protest because she thought she was trying to expose her gender identity online’ 
The Daily Mail|2018 04 13|Portugal approves law to boost transgender rights, protect intersex infants
The Daily Mail|2018 04 13|Horrifying moment a career criminal punches and stomps on his transgender ex's head and broke her jaw because she tried to touch his face
The Daily Mail|2018 04 14|'The thought police have gone way too far this time': Critics slam proposed law that could allow children to identify as ‘intersex‘ and 'non-binary’ on birth certificates
The Daily Mail|2018 04 16|Judge: Lawsuit against military transgender ban to continue
The Daily Mail|2018 04 28|Corbyn is hit by feminist backlash: 300 women are set to quit Labour over decision to allow transgender candidates on all-female shortlists
The Daily Mail|2018 04 30|Transgender residents sue over Wisconsin's Medicaid rule
The Daily Mail|2018 04 30|Struggle for transgender rights shifts to health care
The Daily Mail|2018 05 02|Towering 100kg transgender footy player blasts AFL legend Chris Judd for agreeing with decision to ban her from playing in the national women's league
The Daily Mail|2018 05 02|Transgender woman, 54, reveals she’s flying to South Korea to have her vocal chords SHORTENED in an £8,000 procedure she hopes will make her sound more feminine
The Daily Mail|2018 05 04|Viewers are left 'appalled' after a reality TV contestant OUTS his transgender housemate in an explosive new show exploring gender identity
The Daily Mail|2018 05 05|Jeremy McConnell SLAMMED by 'transgender ex': Troubled reality star branded 'manipulative' after 'ditching former flame who took him in'
The Daily Mail|2018 05 07|Transgender show 'Transparent' to end after one more season
The Daily Mail|2018 05 08|'The BBC should make BIGOTS the butt of its jokes instead': Peter Kay's 'cruel' Car Share gag sparks fury – after show pokes fun at a transgender woman who's beaten into a coma because she 'can't run in heels' 
The Daily Mail|2018 05 09|Viewers slam ‘appalling’ Channel 4 Genderquake debate that saw transgender model Munroe Bergdorf being heckled by an audience member shouting ‘penis’
The Daily Mail|2018 05 16|'This is the scary part': Emotional moment outspoken transgender activist Munroe Bergdorf dissolves in tears ahead of 'life-changing' surgery to feminise her features
The Daily Mail|2018 05 17|Social workers are biased against families with transgender children, says Government report 
The Daily Mail|2018 05 21|Football star's transgender sister, 31, charged over the death of her boyfriend, 51, is accused of breaking into his home in the middle of the night  – as neighbours report hearing screams and a ‘loud thud’
The Daily Mail|2018 05 22|U.S. court backs transgender student at center of bathroom dispute
The Daily Mail|2018 05 22|Footy star’s transgender sister, 31, had allegedly been in a violent relationship with the man, 51, she’s accused of killing in a late-night home invasion 
The Daily Mail|2018 05 23|Look good, feel good! Sephora launches classes for trans and non-binary people, teaching them make-up tips and tricks to feel 'confident and beautiful' without fear of judgement
The Daily Mail|2018 05 23|Federal court rules in favor of transgender Missouri inmate
The Daily Mail|2018 05 23|Transgender jockey races home in SECOND place riding Roy Rocket in her first race as a woman after more than 250 victories as a man
The Daily Mail|2018 05 29|'I don't have Caitlyn Jenner's money to look like the female I'm supposed to': Transgender woman who was refused entry to a female-only gym demands an apology 
The Daily Mail|2018 06 01|School board continues to defend transgender bathroom ban
The Daily Mail|2018 06 01|Primary school scraps boys and girls-only races from its sports day because they exclude transgender children 
The Daily Mail|2018 06 01|'Lives have been lost because of bullying': Salim Mehajer's girlfriend, 28, slams the vile trolls who called her 'transgender and ugly' - after going public with the couple's VERY unusual sex life
The Daily Mail|2018 06 01|The Bachelorette's Garrett Yrigoyen apologizes for liking offensive memes aimed at immigrants and transgender people
The Daily Mail|2018 06 07|Queer Eye's Fab Five make over their first transgender man and church lady in season two
The Daily Mail|2018 06 07|Baby could become first person born in England or Wales without a legal mother if transgender man wins right to be named 'father' on child's birth certificate 
The Daily Mail|2018 06 07|Transgender man, 26, who attacked his ex's new boyfriend with a brick and a broken beer bottle then blamed it on having too much testosterone while he was transitioning is jailed for two years
The Daily Mail|2018 06 07|Transgender activist who had CEMENT fillers injected into her face reveals her astonishing transformation after her third corrective surgery 
The Daily Mail|2018 06 09|Diane Abbott criticised over attending fundraiser for 'extremist' transgender group that encourages giving cross-sex hormone drugs to children
The Daily Mail|2018 06 09|Despite Trump, transgender veterans honor their own
The Daily Mail|2018 06 10|US mayors pledge to uphold transgender protections
The Daily Mail|2018 06 12|Students and parents demand 'unfair rule' change after two transgender teen sprinters come first AND second in the girl's state championship, months after one competed as a boy 
The Daily Mail|2018 06 12|School accepts teacher's resignation over transgender policy
The Daily Mail|2018 06 14|China's transgenders 'step forward' from the shadows
The Daily Mail|2018 06 18|Third of U.K. employers 'less likely' to hire transgender staff
The Daily Mail|2018 06 18|Transgender hormone age guidelines relaxed in Australia
The Daily Mail|2018 06 23|Cynthia Nixon: I´m so proud of my transgender child
The Daily Mail|2018 06 23|Actress Cynthia Nixon says son has come out as transgender
The Daily Mail|2018 06 25|Transgender US Army veteran reveals she was 'forcibly removed' from a D.C. restaurant for refusing to show her ID to use the women's restroom - even AFTER proving the policy was illegal
The Daily Mail|2018 06 26|British pension rule discriminates against transgender, says EU court
The Daily Mail|2018 06 27|Is a serial killer murdering transgender women in Florida? Activists raise the alarm after three victims are shot dead in Jacksonville
The Daily Mail|2018 06 27|Muslim mother breaks down on TV over fears she has 'lost' her daughter - because she's marrying a transgender man she met when they were both 16-year-old schoolgirls
The Daily Mail|2018 06 28|Starbucks will cover additional procedures for its transgender employees, including breast reductions and augmentations, hair transplants, and facial surgeries
The Daily Mail|2018 06 28|Surgeons create penis for transgender man, 28, using skin from his forearm that allows him to urinate and orgasm
The Daily Mail|2018 06 28|Nicola Sturgeon AXES new Scottish minister Gillian Martin for branding transgender students 'hairy knuckled Laydees' and complaining that black Americans 'don't tip' waiters
The Daily Mail|2018 06 29|'My lesbian daughter ended up turning out to be my straight son': Families of transgender US service members open up in new film about their fight for recognition and equality in the military - the largest employer of transgender people in America
The Daily Mail|2018 07 01|Girls are banned from wearing skirts at 40 secondaries across England as schools opt for gender-neutral uniforms to cater for transgender pupils
The Daily Mail|2018 07 01|BBC chief stunned as secret staff sex survey reveals 417 of the corporation's workers are transgender
The Daily Mail|2018 07 02|More than 300 transgender children a year are starting puberty-blocking drugs: Youngsters are delaying adolescence while they decide if they wish to live as a boy or a girl 
The Daily Mail|2018 07 06|'So you can continue to play us, but we can't play y'all?!' Transgender actors lash out at Scarlett Johansson and the producers of her latest movie after she was cast to play the role of a trans man
The Daily Mail|2018 07 06|'So you can continue to play us, but we can't play y'all?!' Transgender actors lash out at Scarlett Johansson and the producers of her latest movie after she was cast to play the role of a trans man
The Daily Mail|2018 07 06|Revealed: The incredible life of transgender gangster Mr Gill who controlled a criminal empire of brothels in 1970s Pittsburgh and will controversially be portrayed by Scarlett Johansson in her latest movie
The Daily Mail|2018 07 09|Court: Kansas did not violate transgender inmate's rights
The Daily Mail|2018 07 09|Transgender women have higher risk of strokes and blood clots from taking hormones, study finds
The Daily Mail|2018 07 09|'Most people deserve to die, I hate people': Transgender woman accused of bludgeoning two people with an axe at a 7-Eleven took ecstasy with friends and 'talked about killing people' before brutal attack
The Daily Mail|2018 07 09|Muffin challenge which tells young people they may be transgender if they don't fit into pink or blue categories 'reads like satire'
The Daily Mail|2018 07 09|Hoping against hope, Pakistan's transgender candidates launch election bid
The Daily Mail|2018 07 11|'We fear being murdered in the street': Transgender author reveals how groups of men make her afraid of being attacked and even killed
The Daily Mail|2018 07 11|Maine woman playing transgender teen on the big screen
The Daily Mail|2018 07 14|'Ask Jeffrey Tambor and Jared Leto': How Scarlett Johansson's strident first statement defending controversial new film Rub & Tug sparked the backlash which led to her pulling out of transgender mobster role 
The Daily Mail|2018 07 16|Scarlett Johansson film exit spotlights lack of roles for transgender actors
The Daily Mail|2018 07 17|Transgender prisoner who was put in a female jail despite not having sex-change surgery ‘sexually assaulted four women inmates before being moved to a male prison’ 
The Daily Mail|2018 07 19|'I now have the pecs I always wanted!' Transgender man proudly shows off his new chest to his trans boyfriend - after doctors corrected 'awful' surgery that left him with one 'man boob'
The Daily Mail|2018 07 19|'I'm a young, free woman!' Transgender Wentworth star Daniielle Alexis flaunts her assets in a VERY busty tube top as she urges fans to be 'unapologetic' about who they are
The Daily Mail|2018 07 19|'I try very hard not be jealous': Transgender man asks doctors to fix his botched chest so he'll no longer be envious of his transgender boyfriend's perfect post-surgery pecs
The Daily Mail|2018 07 20|Transgender equality battle front line moves to Ohio
The Daily Mail|2018 07 20|Amir Khan is accused of 'transphobia' as he calls Caitlyn Jenner 'Bruce' on social media despite her changing her name legally three years ago
The Daily Mail|2018 07 21|Autistic children given sex change drugs by the NHS: Up to 150 youngsters treated with puberty-blocking jabs 'might not even be transgender' 
The Daily Mail|2018 07 21|Amir Khan issues heartfelt apology to Caitlyn Jenner after being accused of 'transphobia' for THAT 'Bruce' gaffe
The Daily Mail|2018 07 23|Transgender student seeks injunction in bathrooms lawsuit
The Daily Mail|2018 07 24|Illinois transgender woman sues to move to women's prison
The Daily Mail|2018 07 27|David Arquette's sister Rosanna says the entire family has PTSD after HIV-related death of transgender sibling Alexis at age 47
The Daily Mail|2018 07 31|Labour councillor, 68, quits over plans to let transgender people access women's toilets and changing rooms 
The Daily Mail|2018 08 03|Transgender axe attacker, 26, who hacked away at two shoppers inside a 7-Eleven is found guilty of attempted murder
The Daily Mail|2018 08 04|Watchdog threatens NHS over fertility treatment for transgender patients
The Daily Mail|2018 08 05|NHS is threatened with legal action unless it starts giving all transgender patients the opportunity to store eggs or sperm before transitioning
The Daily Mail|2018 08 06|Indiana school must allow transgender to use male bathroom
The Daily Mail|2018 08 07|Caitlyn Jenner reveals she's been quietly fighting Trump on transgender rights and made multiple trips to DC for closed door meetings with everyone from Paul Ryan to the White House 
The Daily Mail|2018 08 07|Mother, 49, of transgender son reveals she donated her uterus 'to give someone in the trans community the option of childbirth' 
The Daily Mail|2018 08 07|Vermont gets first transgender major-party gubernatorial candidate and former governor says 'it will be irrelevant' in the primary
The Daily Mail|2018 08 08|'The world's gone mad': This Morning viewers rage over Pret's decision to make its gingerbread men gender neutral - but a transgender activist argues it's a step in the right direction
The Daily Mail|2018 08 13|Transgender activism group adopts lobster emoji for advocacy
The Daily Mail|2018 08 13|Transgender woman, 17, spent £15,000 in TWO YEARS to look like Kim Kardashian - including wearing a waist trainer for 20 HOURS a day
The Daily Mail|2018 08 15|Judge blocks effort to shield military transgender ban info
The Daily Mail|2018 08 15|Who is Christine Hallquist? First transgender governor nominated in Vermont primary 
The Daily Mail|2018 08 15|In first, transgender woman wins Democratic nomination for Vermont governor
The Daily Mail|2018 08 15|Vermont nominates its first transgender candidate for governor: Grandmother Christine Hallquist, 62, makes history with her primary win after transitioning three years ago 
The Daily Mail|2018 08 17|University cancels speech by US professor who calls transgenderism a ‘delusional disorder’ at the last minute despite promising the talk would go ahead amid pressure to ban him
The Daily Mail|2018 08 20|Scarlett Johansson looks down as she is spotted for FIRST TIME since pulling out of Rub & Tug which would have seen her play a transgender mobster
The Daily Mail|2018 08 20|Pilot suspended over threat to Oklahoma transgender student
The Daily Mail|2018 08 20|'It terrified the tripe out of me': Australian transgender icon Carlotta, 74, reveals her recent cancer battle
The Daily Mail|2018 08 20|Transgender Pakistanis demand protection after killing
The Daily Mail|2018 08 20|'We'll BOTH wear dresses': World's first transgender football referee and loyal wife will renew wedding vows in new ceremony and say their marriage 'will only get stronger' despite transition
The Daily Mail|2018 08 21|'Our industry will only get stronger as we embrace, celebrate and support!' Harvey Zielinski becomes the first transgender nominee for the Heath Ledger scholarship as finalists are announced for its 10th anniversary
The Daily Mail|2018 08 22|Woman's Hour presenter Jenni Murray on BBC pay, getting caught in THAT transgender row and why she doesn't want to be friends with interviewees
The Daily Mail|2018 08 22|SARAH VINE: Why do the rights of one transgender pupil trump the rest of the school's students?
The Daily Mail|2018 08 28|Infowars Alex Jones 'caught with trans porn on his phone' after repeatedly bashing transsexuals as 'Satanists and pedophiles'
The Daily Mail|2018 09 01|Transgender Loose Women star India Willoughby endures radical £25,000 facial surgery to silence Twitter trolls - but has she let her tormentors win?
The Daily Mail|2018 09 03|'Real' models including a transgender activist, an Undateables star and a 90-year-old make-up lover star in a new unretouched campaign for unisex foundation
The Daily Mail|2018 09 06|`Last straw´ as transgender woman´s bank account frozen `for sounding like man´
The Daily Mail|2018 09 08|The X Factor: Robbie Williams branded 'gross and disrespectful' by outraged fans for asking a transgender contestant his birth name
The Daily Mail|2018 09 10|'The AFL has treated me like s***': Transgender footy star quits women's league days after release of new policy requiring low testosterone - but insists she passed every blood test
The Daily Mail|2018 09 11|Underwear brand's groundbreaking NYFW show stars an all-transgender cast of models proudly strutting their stuff in VERY skimpy, risque designs - including YouTube star Gigi Gorgeous 
The Daily Mail|2018 09 17|Doctors group recommends support for transgender children
The Daily Mail|2018 09 18|'At first I loved bras, then my boobs got bigger...' Transgender teenager Jazz Jennings opens up about dealing with her changing body while on hormones as she designs her very own lingerie
The Daily Mail|2018 09 18|Gay dating app announces 'zero tolerance' of racism, transphobia
The Daily Mail|2018 09 18|Rose McGowan looks stylish in a red silk dress as she puts on a loved-up display with non-binary partner Rain Dove at LOVE Magazine bash
The Daily Mail|2018 09 18|Outrage as transgender child groomer who is ‘legally female’ is put in women’s jail leaving inmates terrified
The Daily Mail|2018 09 19|Transgender teen pleads guilty to fatally stabbing her mom and Coast Guard officer father on Halloween because they wouldn't accept her transition
The Daily Mail|2018 09 19|Transgender girl, 13, who made headlines when she confronted Scott Morrison over his controversial gender comments reveals heartbreaking backstory behind her question
The Daily Mail|2018 09 21|Parents' group that produced stickers promoting anti-transgender attitudes including one saying 'children often grow out of it' apologise after admitting they could lead children to be bullied
The Daily Mail|2018 09 21|Pictured: Transgender shooter, who complained of feeling 'alienated' and 'wanting to pick a fight', before opening fire on Rite Aid distribution center - killing three co-workers before committing suicide
The Daily Mail|2018 09 24|Transgender minister seeks to break barriers in Taiwan
The Daily Mail|2018 09 28|Blogger accused of transphobia for erecting a billboard defining 'woman' as 'adult human female' is branded 'disgraceful' by This Morning viewers – as she insists trans women do NOT fit the criteria
The Daily Mail|2018 09 29|Bafta award-winning creator of Father Ted reported to police in online row with transgender activist
The Daily Mail|2018 09 29|Red hot! Transgender model Andreja Pejic flashes a hint of sideboob as she flaunts her slender figure in a printed frock at the Jean-Paul Gaultier Fashion Freak Show in Paris
The Daily Mail|2018 09 30|Baby born to a transgender man could be the first child in Britain to not legally have a mother 
The Daily Mail|2018 10 01|Transgender sex offender, 41, who pretended to be a teenage boy to groom a 12-year-old schoolgirl is jailed for 11 years
The Daily Mail|2018 10 01|Transgender Celebrity Island contestant Paris Lees reveals dramatic weight loss after her stint on the show - and says being too sick to eat for nine DAYS was behind her decision to quit
The Daily Mail|2018 10 02|Not one ‘soggy bottom’ but ‘vegetarian mermaids’, ‘sea transsexuals’, Slipknot, and ‘scandalous’ French tarts... Pastry Week completed the Channel 4 transformation of The Great British Bake Off
The Daily Mail|2018 10 02|Academic claims women should NOT be forced to share toilets and fitting rooms with transgender females - and warns changing the law would put them at risk of 'unacceptable harm'
The Daily Mail|2018 10 04|Britain's top LGBT+ rights group under fire over 'transphobia'
The Daily Mail|2018 10 07|Father Ted creator receives police warning for using a transgender activist's birth name on Twitter
The Daily Mail|2018 10 08|Indigenous, transgender candidates among Brazil surprises
The Daily Mail|2018 10 08|Amir Khan 'tried to seduce transgender model Talulah-Eve and told her he's getting DIVORCED from wife Faryal Makhdoom'
The Daily Mail|2018 10 08|Atlanta hosts world transgender bodybuilding competition
The Daily Mail|2018 10 09|Transgender middle school student is barred from taking shelter during school safety drill due to confusion over bathroom and locker room policy
The Daily Mail|2018 10 09|WIDER IMAGE-Harrison: A transgender man's journey
The Daily Mail|2018 10 10|Museum forced to apologise for using term 'womxn' instead of 'women' in bid to be inclusive of transgender people
The Daily Mail|2018 10 11|Transgender inmate jailed for sexual assaults on women in prison
The Daily Mail|2018 10 11|Transgender student was banned from the boys' AND girls' locker rooms during an active shooter drill and said she would have been the 'first one gone' if a gunman stormed the school 
The Daily Mail|2018 10 12|Transgender man identifies as a DOG and says chasing sticks and playing on all fours has brought him closer to his husband 
The Daily Mail|2018 10 16|Transgender teen Jazz Jennings opens up about gender affirmation surgery and reveals she needed SECOND procedure after unexpected complications from genital overhaul
The Daily Mail|2018 10 17|'We talked for a couple of hours and it was lovely': Orange is the New Black star Laverne Cox reveals she was the FIRST transgender person that Caitlyn Jenner EVER spoke to
The Daily Mail|2018 10 19|Transgender rights lie in the hands of a state's electorate
The Daily Mail|2018 10 22|Trump says transgender policy seeks to 'protect the country'
