newsSource|publishDate|headlineText
Buzzfeed|2016 09 20|Texas Urges Court To Ban Enforcement Of All Federal Pro-Transgender Restroom Policies In Workplaces
Buzzfeed|2016 09 21|"""Radical Form Of Mansplaining"": Victoria's Ugly Debate On Transgender Rights"
Buzzfeed|2016 09 23|These Aboriginal Transgender 'Sistergirls' Are Trying To Raise Money To Come To Mardi Gras
Buzzfeed|2016 09 29|This Is What It's Like To Have Your Transgender Kid Splashed Across The Media
Buzzfeed|2016 09 30|American Girl: How Young Is Too Young To Be Transgender?
Buzzfeed|2016 11 1|16 Easy Ways To Support The Transgender People In Your Life
Buzzfeed|2016 11 5|This Trans Woman Has Taken On The Government To Get Her Pension
Buzzfeed|2016 11 9|Transgender People Are Connecting With Lawyers On Twitter Using #TransLawHelp
Buzzfeed|2016 12 6|Trans Woman To Be Released On Bail After Nine Months In A Men's Prison
Buzzfeed|2016 12 16|Why Loretta Lynch Told Transgender Americans “We See You”
Buzzfeed|2016 12 21|Federal Hate Crime Law Used For Transgender Violence For The First Time
Buzzfeed|2016 12 29|This Is How 23 Countries Feel About Transgender Rights
Buzzfeed|2016 12 29|Here's The Methodology For Our Huge Transgender Rights Survey
Buzzfeed|2017 01 4|A Judge Just Suspended Obamacare's Transgender Protections — Here's What That Means
Buzzfeed|2017 01 5|Texas And Kentucky File Bills To Restrict Transgender Bathroom Access
Buzzfeed|2017 01 5|Trans Woman Suspected Of Attempted Murder Found Dead In Men's Prison
Buzzfeed|2017 01 9|Obama Administration Takes A Last Stand To Protect Transgender Bathroom Rights
Buzzfeed|2017 01 10|Here's What India Thinks Of The Transgender Community
Buzzfeed|2017 01 27|Meet The Thai Trans Woman And Children Behind These Stunning Photos
Buzzfeed|2017 01 31|A Transgender Orthodox Jewish Woman Has Been Denied Access To Her Children
Buzzfeed|2017 01 31|The Boy Scouts Just Announced They Will Allow Transgender Boys To Join
Buzzfeed|2017 02 6|Everything You Need To Know About Anjali Lama, The Transgender Model Who Lit Up Lakmé Fashion Week
Buzzfeed|2017 02 10|"A School Cancelled A Visit From A Transgender Author Because It Was ""Inappropriate"""
Buzzfeed|2017 02 14|This Trans Woman And Her Husband Did A Photo Shoot That Will Make You Believe In Love All Over Again
Buzzfeed|2017 02 16|What's It Like Getting Health Care As A Black Transgender Person?
Buzzfeed|2017 02 21|Trump Administration Will Issue New Guidance On Transgender Students
Buzzfeed|2017 02 23|Betsy DeVos Defends Decision To Rescind Transgender Protections
Buzzfeed|2017 02 23|States Vow To Keep Protecting Transgender Students After Trump Rolls Back Rules
Buzzfeed|2017 02 23|The Singer Who Performed At Trump's Inauguration Wants To Talk To Him About Transgender Rights
Buzzfeed|2017 02 23|The Trump Administration Just Withdrew Guidelines That Protected Transgender Students
Buzzfeed|2017 02 24|"Caitlyn Jenner Calls Trump's Action On Transgender Kids A ""Disaster"""
Buzzfeed|2017 02 25|This Mom Wrote Ivanka Trump A Letter Asking Her To Protect Her Transgender Daughter
Buzzfeed|2017 02 27|Transgender Sister Of Singer At Trump Inauguration Wins Federal Court Bathroom Ruling
Buzzfeed|2017 03 2|Unions Representing Millions Of Teachers Are Standing Up For This Transgender Student
Buzzfeed|2017 03 3|This Kansas School Board Passed An Anti-Transgender Bathroom Rule Inspired By Trump
Buzzfeed|2017 03 3|Esto es lo que algunos adultos transexuales quieren que sepan los jóvenes trans
Buzzfeed|2017 03 3|18 States Just Stood Up For Transgender Students At The Supreme Court
Buzzfeed|2017 03 8|This Approach To A Trans Person By Her Family Is A Small Step Towards Acceptance For All Genders
Buzzfeed|2017 03 14|The Texas Senate Just Advanced A Bill To Limit Transgender People’s Access To Bathrooms
Buzzfeed|2017 03 16|This Woman Refused To Let An Anti-Transgender Group Use Her Attack For Political Gain
Buzzfeed|2017 03 17|Australian Doctors Will Hear How To Better Treat Transgender Youth
Buzzfeed|2017 03 21|A High School Boy Just Sued Because He Has To Share Bathrooms With A Transgender Student
Buzzfeed|2017 03 22|This Bus Is On A Road Trip To Convince You That Transgender People Aren’t Real
Buzzfeed|2017 03 24|This Bus Got Vandalized Real Quick After Starting A Road Trip To Oppose Transgender Rights
Buzzfeed|2017 04 13|"A Transgender Man Was Outed On ""Survivor"" By Another Contestant"
Buzzfeed|2017 04 18|A Transgender Woman Is Suing Idaho For Refusing To Correct Her Birth Certificate
Buzzfeed|2017 04 19|Justiça condena União a pagar R$ 60 mil para transexual humilhada no alistamento militar
Buzzfeed|2017 04 28|These Gay Republicans Mocked Transgender Women At A Forum In New York City
Buzzfeed|2017 05 5|Trolls Say They Posed As Transgender Gamers As Part Of Hoax
Buzzfeed|2017 05 6|This Soccer Coach Came Out To His Team As Transgender With An Inspiring Speech
Buzzfeed|2017 05 7|"This Non-Binary Writer Is Sick Of Those ""Girl Became A Boy!"" Stories"
Buzzfeed|2017 05 19|Ontario Is Considering Non-Binary Birth Certificates
Buzzfeed|2017 06 5|Meet The Transgender Model Who Broke Fashion's Highest Barrier
Buzzfeed|2017 06 14|This Transgender Woman Is Suing McDonald's For Discrimination
Buzzfeed|2017 06 20|A Married Transgender Woman Fighting For A New Birth Certificate Won The Backing Of The UN
Buzzfeed|2017 06 23|The US Military Probably Won't Meet Its Deadline To Fully Integrate Transgender Troops
Buzzfeed|2017 06 23|This Transgender Australian Took Her Fight To The United Nations, And Won
Buzzfeed|2017 06 26|"Australia's Transgender ""Forced Divorce"" Laws Are Likely To Stay, For Now"
Buzzfeed|2017 06 28|9 States And DC Are Standing Up For These Transgender Veterans In A Case Against The Feds
Buzzfeed|2017 06 29|Trump Administration Appoints Anti-Transgender Activist To Gender Equality Post
Buzzfeed|2017 07 1|The US Military Has Delayed Enlisting Transgender Recruits By Another Six Months
Buzzfeed|2017 07 4|Das kommt nach der Ehe für alle: Transgender, Intergeschlechtlichkeit, lesbische Mütter
Buzzfeed|2017 07 13|House Rejects Effort To Roll Back Rights For Transgender Members Of The US Military
Buzzfeed|2017 07 21|Transgender People Are Taking Legal Action Over North Carolina's New Bathroom Law
Buzzfeed|2017 07 26|The Canadian Forces Just Shaded The Hell Out Of Trump And His Transgender Soldier Ban
Buzzfeed|2017 07 26|The White House Doesn't Have A Plan For Banning — Or Removing — Transgender People From The Military
Buzzfeed|2017 07 26|This Transgender Veteran Has A Message For Trump
Buzzfeed|2017 07 26|"Trump Says Transgender People Cannot ""Serve In Any Capacity"" In The Military"
Buzzfeed|2017 07 27|Top Military Leaders Say There Are No Current Changes For Transgender Service Members
Buzzfeed|2017 07 27|Das sagen Trans-Veteranen über Trumps Transgender-Verbot im Militär
Buzzfeed|2017 08 1|The Head Of The Coast Guard Says He Will Not Turn His Back On Transgender Service Members
Buzzfeed|2017 08 3|This 8-Year-Old Transgender Girl Is Suing Her Private School For Discrimination
Buzzfeed|2017 08 9|5 Transgender Troops Are Suing Trump Over His Tweets On A Military Ban
Buzzfeed|2017 08 10|Someone Said Mulan Was Transgender And It Really Pissed Off A Load Of People
Buzzfeed|2017 08 11|This Transgender Veteran Reckons Donald Trump's Tweets Undermine Rights She Fought For
Buzzfeed|2017 08 13|The Justice Department Is Evaluating Obama-Era Rules For Transgender Prisoners
Buzzfeed|2017 08 18|28 Trans, Queer, And Non-Binary Comics Creators Who Tell The Stories We Need Right Now
Buzzfeed|2017 08 19|Here's What Transgender People With Disabilities Want You To Know
Buzzfeed|2017 08 28|Trump Was Just Sued Twice In One Day Over His Transgender Military Ban
Buzzfeed|2017 08 29|"WTF Is Up With ""Transgender Marriage"" And The Same-Sex Marriage Debate?"
Buzzfeed|2017 08 30|"These Mums Are Scared For Their Transgender Kids After First ""No"" Same-Sex Marriage Ad Airs"
Buzzfeed|2017 08 31|New Research Shows Just How Hard It Is To Be A Young Transgender Person In Australia
Buzzfeed|2017 08 31|"These Former Pentagon Leaders Say Trump's Transgender Ban ""Makes No Sense"""
Buzzfeed|2017 09 1|L’Oréal Has Dropped Its First Transgender Model For A Facebook Post Calling Out White Privilege
Buzzfeed|2017 09 14|Transgender Soldiers Say Trump's Ban Is Already Derailing Their Lives
Buzzfeed|2017 09 18|Pentagon Delay On Transgender Ban Really Only Makes Things Worse, Troops Say
Buzzfeed|2017 09 28|India's First Plus-Size Transgender Model Wants Trans People To Speak To Their Families More
Buzzfeed|2017 09 30|Could UKIP Start A Culture War Over Transgender Rights?
Buzzfeed|2017 10 5|Jeff Sessions Just Reversed A Policy That Protects Transgender Workers From Discrimination
Buzzfeed|2017 10 5|Trump Just Asked A Court To Dismiss A Lawsuit Against His Transgender Military Ban
Buzzfeed|2017 10 17|This Transgender Woman Was Barred From Playing Professional Women's Footy
Buzzfeed|2017 10 20|Why I'm Not Staying Silent About Being A Trans Woman Who Was Sexually Assaulted
Buzzfeed|2017 10 21|This Transgender Candidate Is Fending Off Attacks And Getting Support From A New Transgender PAC
Buzzfeed|2017 10 30|A Federal Judge Just Blocked Key Parts Of Trump's Ban On Transgender Troops
Buzzfeed|2017 11 7|This Creator Is Proving Why Non-Binary Representation Matters
Buzzfeed|2017 11 7|Topshop Refused To Let A Trans Person Into An All-Gender Changing Room
Buzzfeed|2017 11 8|This Transgender Candidate Just Beat An Anti-LGBT Republican, Putting Her On The Cusp Of History
Buzzfeed|2017 11 15|The Pentagon Is Paying For A Transgender Soldier's Sex Reassignment Surgery For The First Time
Buzzfeed|2017 11 17|16 Transgender Indians We Absolutely Need To Know About
Buzzfeed|2017 11 20|This Transgender Professor Just Won A $1 Million Jury Verdict In A Major Case Against A University
Buzzfeed|2017 11 20|What Is It Like Being Transgender On Tinder In India?
Buzzfeed|2017 11 21|"A Federal Judge Just Called Trump's Transgender Military Tweets ""Capricious, Arbitrary, and Unqualified"""
Buzzfeed|2017 11 27|Federal Judge Rules That Military Must Move Forward With Plan Allowing Transgender Recruits
Buzzfeed|2017 11 30|"""Citlalli tiene tres abuelas"" es el cuento mexicano que explica la transexualidad a los niños"
Buzzfeed|2017 11 30|Transgender Teenagers Won't Have To Go To Court To Get Treatment Anymore
Buzzfeed|2017 12 1|Rihanna Tells A Fan Why She Didn't Use Any Transgender Models For Her Fenty Beauty Campaign
Buzzfeed|2017 12 11|Trump Administration Asks Appeals Court To Halt Order Allowing Transgender Military Recruits
Buzzfeed|2017 12 19|This Transgender Man Is Trying To Enlist In The Military On Jan. 1. Trump Is Trying To Stop Him
Buzzfeed|2017 12 20|As Justice Department Fights Transgender Service, Memo Shows The Military Is Preparing For New Recruits
Buzzfeed|2017 12 28|A Transgender Woman Alleges She Was Fired From Sam's Club After Enduring Years Of Harassment
Buzzfeed|2018 01 3|Transgender Americans Say They’re Finally Starting To Apply To The Military This Week
Buzzfeed|2018 01 4|This Man Was Just Told He Can’t Enlist In The Military Because He’s Transgender
Buzzfeed|2018 01 9|These Transgender Teenagers Are Excited To Have Their Own Float At Mardi Gras
Buzzfeed|2018 01 10|A School District Will Pay $800,000 To Settle A Transgender Student's Discrimination Lawsuit
Buzzfeed|2018 01 10|"Now That Same-Sex Marriage Is Legal, States Must Abolish Transgender ""Forced Divorce"" Laws"
Buzzfeed|2018 01 23|This Is What It's Like To Be A Young Transgender Person In The Spotlight
Buzzfeed|2018 01 26|Isoliert, beleidigt, vergewaltigt: Was Transgender-Frauen in Gefängnissen erleiden
Buzzfeed|2018 02 6|These Transgender Women Are Suing Alabama Officials So They Can Get Their Driver's Licenses Changed
Buzzfeed|2018 02 7|The Trump Administration Plans To Announce And Defend A New Transgender Military Policy
Buzzfeed|2018 02 10|A Transgender Woman In A Missouri Prison Will Be Allowed Life-Saving Health Care
Buzzfeed|2018 02 12|The Education Department Officially Says It Will Reject Transgender Student Bathroom Complaints
Buzzfeed|2018 02 20|Newly Obtained Emails Show The Top General's Surprise At Trump's Transgender Military Ban
Buzzfeed|2018 02 22|The Pentagon Had A Wednesday Deadline For Its Transgender Military Proposal. So Where Is It?
Buzzfeed|2018 02 23|The Pentagon Just Gave Trump Recommendations On Transgender Military Service
Buzzfeed|2018 03 7|A Federal Court Just Rejected A Funeral Home’s Religious Objections To Employing A Transgender Woman
Buzzfeed|2018 03 22|Diese 15 Tweets erklären, dass der Umgang mit Transpersonen viel unkomplizierter ist, als du vielleicht denkst
Buzzfeed|2018 03 24|Trump Follows Through On Banning Most Transgender Troops
Buzzfeed|2018 03 27|Technically There Isn't Any Policy Banning Transgender Troops Right Now
Buzzfeed|2018 04 14|Trump's Latest Attempt To Stop Transgender Military Service Has Failed For Now
Buzzfeed|2018 04 16|Senators Are Scrutinizing A Trump Nominee After His Transgender Daughter Accused Him Of Using Slurs
Buzzfeed|2018 04 26|"The New York Times Needs To Stop Calling All Transgender People ""Gay"""
Buzzfeed|2018 05 11|The Trump Administration Just Rolled Back Rules That Protect Transgender Prisoners
Buzzfeed|2018 05 16|Which Prisoners Are Considered Transgender? The Trump Administration Won't Explain Its New Rules.
Buzzfeed|2018 05 22|A Judge Just Ruled For A Transgender Student In A Major Case
Buzzfeed|2018 05 23|Transgender People In Missouri Prisons Will Be Allowed To Access Lifesaving Health Care
Buzzfeed|2018 05 30|A Transgender Woman Who Was Part Of The Migrant Caravan Has Died In ICE Custody
Buzzfeed|2018 05 31|She Says Top TV Job Offers Slowed When She Came Out As Transgender
Buzzfeed|2018 06 1|Como estão seus conhecimentos sobre transexualidade?
Buzzfeed|2018 06 20|Why Challengers To Trump's Transgender Military Ban Want To Depose A Nuclear Expert
Buzzfeed|2018 06 26|This Trans Woman Took The Government To Court Over Her Pension Rights And Won
Buzzfeed|2018 07 3|A Lot Of People Are Mad That Scarlett Johansson's Newest Role Is A Trans Man
Buzzfeed|2018 07 11|The Trans Man Whose Pioneering Surgery Was A State Secret For Decades
Buzzfeed|2018 07 13|Scarlett Johansson Quit That Film Where She Was Set To Play A Trans Man After LGBT Outrage
Buzzfeed|2018 07 21|CVS Fired A Pharmacist Who Refused To Fill A Transgender Woman’s Hormone Prescription
Buzzfeed|2018 07 23|"Nicole Maines Is Playing The First Transgender Superhero On ""Supergirl"" And People Are PUMPED"
Buzzfeed|2018 08 7|Dozens Of Hollywood Organizations Pledge To Prioritize Transgender Storytelling In The Industry
Buzzfeed|2018 08 7|Transgender Athletes Can Now Compete In The CrossFit Games
Buzzfeed|2018 08 15|That Same Christian Baker In Colorado Is Back In Court — This Time For Turning Away A Transgender Customer
Buzzfeed|2018 08 15|Christine Hallquist Makes History Becoming The First Openly Transgender Candidate For Governor
Buzzfeed|2018 08 20|Josie Totah Of NBC’s “Champions” Says She Is A Transgender Woman
Buzzfeed|2018 08 30|"Bill De Blasio's Favorite Gym's Awful Treatment Of A Trans Person Is ""Unacceptable,"" Says Bill De Blasio's Spokesperson"
Buzzfeed|2018 09 5|"These Young Transgender People Want The Prime Minister To Know ""Gender Whispering"" Is Not A Thing"
Buzzfeed|2018 09 7|Do You Have A Transgender Kid? Tell Us Something People Need To Know
Buzzfeed|2018 09 7|"This Transgender Teen Challenged The Prime Minister About His ""Gender Whisperers"" Tweet"
Buzzfeed|2018 09 13|Half Of Transgender Teen Boys Have Attempted Suicide, According To A New Study
Buzzfeed|2018 09 17|Here's How Pediatricians Can Help Transgender Kids, According To The American Academy Of Pediatrics
Buzzfeed|2018 09 17|17 Things Parents Of Transgender Kids Want Other Parents To Know
Buzzfeed|2018 09 19|16 Dinge, von denen Eltern von Transgender-Kindern möchten, dass andere Eltern sie wissen
Buzzfeed|2018 09 21|New Emails Show Confusion At The Pentagon After Trump’s Transgender Ban Tweets
Buzzfeed|2018 10 2|I’m A Trans Woman. Solitary Confinement Didn’t Protect Me In Prison.
Buzzfeed|2018 10 9|A Transgender Student Was Allegedly Blocked From Sheltering In Both Boys And Girls Bathrooms During A Safety Drill
Buzzfeed|2018 10 11|23 Trans Personen erzählen, wie sie im Alltag angegriffen und beleidigt werden
Buzzfeed|2018 10 15|The First Openly Transgender Nominee For Governor Says Democrats “Should Use Identity Politics”
Buzzfeed|2018 10 27|"""As pessoas estão achando bonito discriminar"", diz transexual agredida antes do 1º turno da eleição"
Buzzfeed|2018 10 30|Transgender Teens Could Destroy The Bathroom Predator Myth Once And For All
Buzzfeed|2018 11 7|Transgender Americans Just Won A Historic Victory In Massachusetts
Buzzfeed|2018 11 23|The Trump Administration Just Asked The Supreme Court To Let It Enforce Its Transgender Military Ban
Buzzfeed|2018 11 30|Transgender Members Of The Caravan Are Having A Hard Time Finding Sponsors In The US
Buzzfeed|2018 12 5|These Senators Are Demanding That ICE Release The Details On The Death Of A Transgender Detainee
Buzzfeed|2018 12 7|A Teacher Was Fired For Refusing To Use A Transgender Student’s Preferred Pronoun
Buzzfeed|2018 12 18|A Trans Woman Was Asked To Leave The Women's Changing Room At A PureGym
Buzzfeed|2018 12 28|Challengers To Trump's Transgender Military Ban Push Back At The Supreme Court
Buzzfeed|2019 01 4|A Court Just Ruled Trump's Transgender Military Ban Should Take Effect, But It Won’t Change Anything Yet
Buzzfeed|2019 01 9|A Transgender Woman Was Assaulted In A North Carolina Women’s Bathroom
Buzzfeed|2019 01 22|The Supreme Court Is Allowing Trump To Implement His Transgender Military Ban
Buzzfeed|2019 01 23|Transgender Soldiers Are Terrified, Disappointed, And Anxious After The Supreme Court Said Trump's Ban Could Go Forward
Buzzfeed|2019 02 22|A Transgender Woman Who Sought Asylum In The US Was Deported And Killed In El Salvador
Buzzfeed|2019 03 8|Trump Plans To Implement His Transgender Military Ban
Buzzfeed|2019 03 13|The Trump Administration Is Banning Most Transgender Troops From Serving In The Military. Here Are The Rules.
Buzzfeed|2019 03 19|A Judge Has Ruled That Trump’s Transgender Military Ban Can’t Take Effect Yet After All
Buzzfeed|2019 03 21|A Transgender Student Said He's Being Forced To Run For Prom Queen Even Though He Was Nominated As Prom King
Buzzfeed|2019 04 10|Das Transsexuellengesetz ist so schlecht, dass trans Personen jetzt ein Gesetz nutzen, das gar nicht für sie gedacht war
Buzzfeed|2019 04 12|Trump Got What He Wanted — Transgender Soldiers Are Now Banned From The Military
Buzzfeed|2019 04 13|Morehouse College Will Admit Transgender Male Students In 2020 — But The Policy Excludes Trans Women
Buzzfeed|2019 04 14|Police Are Investigating After A Transgender Woman In Texas Was Brutally Beaten In Full Daylight
Buzzfeed|2019 04 16|A Man Was Offered $200 To Beat A Transgender Woman As A Crowd Cheered On, Police Say
Buzzfeed|2019 05 13|Indya Moore Is The First Trans Person To Cover Elle Magazine And Their Story Is Equal Parts Heartbreaking And Inspirational
Buzzfeed|2019 05 16|Die Umsetzung des neuen Transsexuellengesetzes wird verschoben, nachdem trans Personen es heftig kritisiert hatten
Buzzfeed|2019 05 20|The Transgender Woman Who Was Beaten In Dallas Last Month Was Fatally Shot
Buzzfeed|2019 05 22|Now Trump Wants To Allow Anti-Transgender Discrimination In Homeless Shelters
Buzzfeed|2019 05 24|Trump Is Gutting Health Care Protections For Transgender People And Those Who Have Had Abortions
Buzzfeed|2019 05 28|Trump Tried To Let Health Care Providers Refuse To Provide Transgender Care And Abortions — Now He’s Getting Sued
Buzzfeed|2019 05 28|Black Transgender Women In Dallas Are Worried They’ll Be Killed Next
Buzzfeed|2019 06 4|Another Black Trans Woman Has Been Killed In Dallas
Buzzfeed|2019 06 4|A Transgender Woman Died After Being Held For Weeks In ICE Custody
Buzzfeed|2019 06 8|A Detroit Man Was Charged With Murdering Two Gay Men And A Transgender Woman
Buzzfeed|2019 06 9|23 Leading Trans And Non-Binary Actors Who Deserve More Airtime
Buzzfeed|2019 06 13|A Man Has Been Charged With Killing Three Women In Dallas, Including A Black Transgender Woman
Buzzfeed|2019 06 21|A 22-Year-Old Man Was Arrested In The Killing Of A Black Trans Woman In Dallas
Buzzfeed|2019 06 28|Brooklyn Lindsey Is The 11th Black Transgender Woman Killed In The US This Year
Buzzfeed|2019 07 1|Morning Update: Brooklyn Lindsey Is The 11th Black Transgender Woman Killed In The US This Year
Buzzfeed|2019 07 23|A Black Transgender Woman Was Found Fatally Shot In South Carolina
Buzzfeed|2019 07 30|"The Model Who Lied About Being Transgender After Making Anti-Trans Comments Said She Is ""Taking Full Responsibility"""
Buzzfeed|2019 08 9|This Transgender Man Was Kicked Out Of His College After Getting Top Surgery
Buzzfeed|2019 08 16|The Trump Administration Asked The Supreme Court To Legalize Firing Workers Just For Being Transgender
Buzzfeed|2019 09 23|Patricia Arquette Delivered A Powerful Speech About Transgender Rights At The Emmys
Buzzfeed|2019 09 24|A Man Has Been Arrested After Another Transgender Woman Was Shot In Dallas
Buzzfeed|2019 09 25|A Trans Man Who Gave Birth And Then Sued To Be Recognised As The Father Has Lost His Case
Buzzfeed|2019 10 2|A Teacher Fired For Refusing To Use A Transgender Student's Pronouns Is Suing The School
Buzzfeed|2019 10 17|Prison Guards Made Fun Of Transgender Inmates And Released Their Medical Info In A Private Facebook Group
Buzzfeed|2019 10 22|Rosario Dawson And Her Family Have Been Accused Of Physically And Verbally Abusing A Trans Man
Buzzfeed|2019 10 23|ICE Deleted Surveillance Video Of A Transgender Asylum-Seeker Who Died In Its Custody
Buzzfeed|2019 10 24|Two Parents’ Legal Battle Over Whether Their 7-Year-Old Is Transgender Has Drawn A Child Services Review
Buzzfeed|2019 11 1|Two Senators Are Demanding That A Special Counsel Investigate The Death Of A Transgender Woman In ICE Custody
Buzzfeed|2019 12 18|Charlize Theron Opened Up About Her Daughter Coming Out As Transgender
Buzzfeed|2019 12 19|J.K. Rowling Came Out In Support Of A Woman Who Was Fired For Her Tweets About Transgender Women
Buzzfeed|2020 01 11|16 Books Written By Transgender And Non-Binary Authors You Should Already Be Reading
Buzzfeed|2020 01 11|16 Books Written By Transgender And Non-Binary Authors You Should Already Be Reading
Buzzfeed|2020 01 22|NikkieTutorials Told Ellen She's Thankful She Came Out As Transgender
Buzzfeed|2020 02 11|Dwyane Wade Opened Up About His Daughter Coming Out As Transgender, And All Parents Need To Take Note
Buzzfeed|2020 02 12|Dwyane Wade's Son Wrote A Beautiful Tribute To His Transgender Sister, Zaya, And It's How Every Sibling Should Be
Buzzfeed|2020 02 18|Mike Bloomberg Once Again Called Transgender People “It” And “Some Guy Wearing A Dress”
Buzzfeed|2020 02 28|"Bad Bunny Announced His New Album And Made A Statement About A Slain Trans Woman On ""The Tonight Show"""
Buzzfeed|2020 03 5|A Secret Memo Revealed How A Transgender Immigrant Bleeding From Her Rectum Waited 13 Days For Care While Jailed By ICE
Buzzfeed|2020 06 12|Trump Is Taking Away Transgender Healthcare Protections Created Under Obamacare
Buzzfeed|2020 06 14|New Video Reveals How Jail Guards Reacted When They Found A Transgender Woman Unresponsive In Her Cell. She Later Died.
Buzzfeed|2020 06 16|Kim Kardashian Tweeted The Wrong Photo Of A Black Trans Woman Who Was Killed. Her Family Asked For Days That She Delete It.
Buzzfeed|2020 06 20|"""The Walking Dead"" Star Khary Payton Revealed His Son Is Transgender In A Heartfelt Post"
Buzzfeed|2020 06 27|17 Corrections Officers Will Face Disciplinary Action Over The Death Of A Trans Woman In Solitary Confinement
Buzzfeed|2020 07 1|A Black Transgender Woman Was Killed On The Last Day Of Pride
Buzzfeed|2020 07 7|Halle Berry Apologised After She Was Criticised For Her Comments About Playing A Transgender Man In An Upcoming Movie
Buzzfeed|2020 07 10|Police Charged A Man Over The Death Of Merci Mack, A Black Trans Woman Killed In Dallas
Buzzfeed|2020 07 24|A Black Trans Man Is Suing The NYPD And Correction Department For How They “Dehumanized” Him In Custody
Buzzfeed|2020 08 17|A Judge Blocked The Trump Administration's Effort To Roll Back Transgender Healthcare Protections
Buzzfeed|2020 08 26|Schools Cannot Discriminate Against Transgender Students When It Comes To Bathrooms, An Appeals Court Ruled
Buzzfeed|2020 09 7|A US Marine Who Killed A Transgender Woman In The Philippines Has Been Pardoned
