Breitbart|2 Jul 2020, 5:07 PM PDT|‘Harry Potter’ Fan Sites Blot Out J.K. Rowling’s Full Name over Transgender Thought Crime3 Jul 2020, 11:42 AM PDT
Breitbart|6 Jul 2020, 2:42 PM PDT|Human Rights Campaign Erases Biology in ‘Transgender Safer Sex’ Guide, Assigns ‘Vagina’ to Trans Women Exclusively6 Jul 2020, 1:20 PM PDT
Breitbart|7 Jul 2020, 12:50 PM PDT|Halle Berry Backs Out of Role as Transgender Man After Backlash7 Jul 2020, 11:30 AM PDT
Breitbart|9 Jul 2020, 9:48 AM PDT|‘Old Left’ Condemns ‘New Left’ Authoritarian Transgender Culture9 Jul 2020, 8:58 AM PDT
Breitbart|10 Jul 2020, 4:39 PM PDT|Valentina Sampaio Becomes Sports Illustrated’s First Transgender Swimsuit Model10 Jul 2020, 3:22 PM PDT
Breitbart|17 Jul 2020, 1:16 PM PDT|European Court Forces Hungary to Recognise Foreign Transgender People18 Jul 2020, 10:35 AM PDT
Breitbart|24 Jul 2020, 2:13 PM PDT|Sen. Mike Lee Presses NCAA President: Transgender Athlete Policy Detrimental to Women’s Rights24 Jul 2020, 1:22 PM PDT
Breitbart|31 Jul 2020, 4:03 PM PDT|Athletes Ask NCAA to Stop ‘Bullying,’ Protect Women from Transgender Competition31 Jul 2020, 2:18 PM PDT
Breitbart|6 Aug 2020, 11:02 AM PDT|LGBT Sports Site Outs Female Athletes Opposed to Transgender Competition6 Aug 2020, 10:01 AM PDT
Breitbart|7 Aug 2020, 10:30 AM PDT|Transgender: Dictionary.com Slashes Women8 Aug 2020, 7:21 AM PDT
Breitbart|10 Aug 2020, 9:43 AM PDT|Federal Appeals Court Rules in Favor of Pro-Transgender Bathroom Policy10 Aug 2020, 9:03 AM PDT
Breitbart|12 Aug 2020, 11:27 AM PDT|Polls Show Opposition to Transgender ‘Women’ Competing in Female Sports Growing12 Aug 2020, 10:56 AM PDT
Breitbart|13 Aug 2020, 6:49 AM PDT|Transgender Star Jessica Alves Lands Dating Show to Find a Father for Future Kids13 Aug 2020, 5:40 AM PDT
Breitbart|15 Aug 2020, 12:15 AM PDT|Album Released for ‘Transgender’ and ‘Nonbinary’ Children as Young as Two14 Aug 2020, 6:16 PM PDT
Breitbart|18 Aug 2020, 3:09 PM PDT|Report: Texas School Sides with Mother Pushing Son James to Be Transgender ‘Luna’18 Aug 2020, 2:21 PM PDT
Breitbart|20 Aug 2020, 7:22 AM PDT|Transgender ‘Equity’ Bill Could Fund Treatments Known to Cause Sterility in Children20 Aug 2020, 5:33 AM PDT
Breitbart|26 Aug 2020, 5:01 PM PDT|Mother Set to Launch Legal Battle over Dead Transgender ‘Daughter’s Sperm’26 Aug 2020, 4:03 PM PDT
Breitbart|28 Aug 2020, 3:11 PM PDT|J.K. Rowling Returns Award from Pro-Transgender Kennedy Foundation28 Aug 2020, 1:42 PM PDT
Breitbart|3 Sep 2020, 9:52 AM PDT|$4 Million Ad Blitz Exposes Transgender Radicalism of Joe Biden and Democrats3 Sep 2020, 4:03 PM PDT
Breitbart|6 Sep 2020, 8:16 PM PDT|Student Union Leader: Whites Should Stay Home Unless They’re ‘Poor, Disabled, Gay, or Transgender’6 Sep 2020, 1:34 PM PDT
Breitbart|6 Sep 2020, 10:58 AM PDT|Poll: 74% of California Voters Reject Children’s Transgender Medical Treatments7 Sep 2020, 9:08 AM PDT
Breitbart|8 Sep 2020, 12:19 AM PDT|Poll: Majority of Idaho Voters Approve Law to Protect Female Athletes from Transgender Competitors 7 Sep 2020, 5:28 PM PDT
Breitbart|8 Sep 2020, 9:03 AM PDT|Duterte Pardons U.S. Marine Convicted of Killing Transgender Person8 Sep 2020, 8:12 AM PDT
Breitbart|14 Sep 2020, 12:25 PM PDT|New Hampshire Voters Pick ‘Transsexual Satanist Anarchist’ for GOP Sheriff Nominee14 Sep 2020, 11:11 AM PDT
Breitbart|15 Sep 2020, 5:55 PM PDT|Study Corrected: Transgender Hormones and Surgeries Offer No Mental Health Benefits15 Sep 2020, 3:19 PM PDT
Breitbart|17 Sep 2020, 11:32 AM PDT|Supporters Fume as Alleged PA Arsonist Held in Male Section of Prison: ‘Alexa Is a Trans Woman’17 Sep 2020, 10:39 AM PDT
Breitbart|18 Sep 2020, 6:33 AM PDT|Department of Education: Connecticut Public Schools Transgender Athletics Policy Risks Losing Federal Funding18 Sep 2020, 2:30 PM PDT
Breitbart|20 Sep 2020, 8:09 AM PDT|Andy Murray Joins Call to Strip Margaret Court’s Name from Arena over Her Views on Transgender Athletes, LGBT Rights20 Sep 2020, 4:09 AM PDT
Breitbart|23 Sep 2020, 11:35 AM PDT|Journalist Society Funds Transgender Activists23 Sep 2020, 6:19 PM PDT
Breitbart|28 Sep 2020, 4:37 PM PDT|CA Gov. Newsom Signs Bill Establishing Taxpayer-Subsidized Transgender Equity Fund28 Sep 2020, 2:27 PM PDT
Breitbart|29 Sep 2020, 8:51 AM PDT|Eddie Redmayne: Attacks On JK Rowling over Her Transgender Comments Is ‘Absolutely Disgusting’29 Sep 2020, 7:53 AM PDT
Breitbart|10 Oct 2020, 3:20 PM PDT|Smithsonian ‘Girlhood’ Exhibition Features Transgender Jazz Jennings, Margaret Sanger10 Oct 2020, 12:26 PM PDT
Breitbart|13 Oct 2020, 5:59 AM PDT|Exclusive: Transgender Groups Mute Their Opposition to Amy Coney Barrett13 Oct 2020, 3:22 AM PDT
Breitbart|16 Oct 2020, 1:48 AM PDT|Joe Biden: 8-Year-Olds Should Be Allowed to Decide They’re Transgender15 Oct 2020, 8:04 PM PDT
Breitbart|16 Oct 2020, 2:31 PM PDT|Joe Biden Promises to Reverse Trump’s Military Transgender Rules16 Oct 2020, 1:14 PM PDT
Breitbart|16 Oct 2020, 1:20 PM PDT|Joe Biden Embraces Transgender Treatments for Children that Likely Lead to Sterility16 Oct 2020, 11:55 AM PDT
